gene,drug_id,rho,pvalue,n_lines,fdr,name
MECOM,BRD-K00003313-001-01-9,-0.17113734353975768,3.370825308728395e-07,878,5.084737906002327e-07,trabectedin
BATF3,BRD-K00003162-001-01-9,-0.17112246953308746,3.378851322526155e-07,878,5.095858108671439e-07,crolibulin
PXN,BRD-K00090645-001-01-9,-0.17110273795226774,4.6117902645353915e-07,858,6.71359464731991e-07,Dorzagliatin
TCF7L2,BRD-K00078317-001-02-9,-0.17109091733548032,4.62032011040161e-07,858,6.724336610019704e-07,SAR125844
WWTR1,BRD-K00003533-001-01-9,-0.17107841838938667,3.67486345262769e-07,873,5.491969346813375e-07,BAY-1251152
EBF1,BRD-K00003360-001-01-9,-0.1710685994889074,3.4080740105013523e-07,878,5.135622551478892e-07,CPI-1205
PIK3AP1,BRD-K00003388-001-01-9,-0.17106492222799302,3.6827553890722483e-07,873,5.502153252837557e-07,CXD101
TCF3,BRD-K25611237-001-02-1,-0.17105740973467215,3.5208478645578225e-07,876,5.290552673938885e-07,ML324
PRDM16,BRD-K00004573-001-01-9,-0.17104801014456217,3.4193072435745973e-07,878,5.151553464631309e-07,RG7834
ME2,BRD-M01344114-348-01-0,-0.17103610110741646,3.5328315200341915e-07,876,5.305830759943396e-07,threo-2-methylisocitrate-(DL)
S1PR3,BRD-K38018935-001-01-1,-0.17103289362111795,3.534638762408528e-07,876,5.307862834426376e-07,OTS514
UBE2J1,BRD-K55790047-001-02-9,-0.1710277141079342,3.5375590144870815e-07,876,5.311906796440223e-07,ON-01500
MYB,BRD-K00003142-003-01-9,-0.17102761829041732,3.430467891800786e-07,878,5.167701937941861e-07,dasotraline
CD79B,BRD-K25611237-001-02-1,-0.17102677894363258,3.538086515499044e-07,876,5.312357576785536e-07,ML324
USP34,BRD-K00003214-001-01-9,-0.17102503618785955,3.4318836015407304e-07,878,5.169501387935675e-07,sapacitabine
CCNB1IP1,BRD-K45044657-001-01-4,-0.17102408443217137,3.5396068407231503e-07,876,5.313274957057256e-07,TC-H-106
GPC1,BRD-K43977121-001-06-9,-0.17102035118620898,3.708934666991364e-07,873,5.536161772699078e-07,thymopentin
SLC38A5,BRD-K00076940-046-02-9,-0.17101949572611605,4.672182569425036e-07,858,6.78924714079843e-07,Evogliptin (tartrate)
PRDM16,BRD-K00003404-001-01-9,-0.17099118306942973,3.726163832808817e-07,873,5.55797441447493e-07,CYC065
CD19,BRD-K00004722-001-01-9,-0.17098418468392143,3.730309128743093e-07,873,5.562382605396425e-07,LY3295668
PLCG2,BRD-K00091118-001-01-9,-0.1709770620712652,4.703260524569762e-07,858,6.831434030218414e-07,Tefinostat
PXN,BRD-K00075290-001-02-9,-0.17097154360264338,4.7073167880052595e-07,858,6.836038654895549e-07,Pamicogrel
FOSL1,BRD-A45499626-001-04-9,-0.1709697918115133,3.570374849403489e-07,876,5.354645853456003e-07,UBP-296
MAFK,BRD-K00078302-075-02-9 - QC Failure,-0.17096539742417494,4.71183840440615e-07,858,6.84134231147298e-07,Elubrixin (tosylate) - QC Failure
PREX1,BRD-K00003307-001-01-9,-0.17093129063550416,3.761783428881198e-07,873,5.604731558180496e-07,COH29
RBFOX2,BRD-K00003473-001-01-9,-0.17092472934701336,3.765705476588914e-07,873,5.609079625188713e-07,pridopidine
PLCG2,BRD-K00003388-001-01-9,-0.17091914237064015,3.769048228817143e-07,873,5.613343223342527e-07,CXD101
E2F3,BRD-K00010388-001-01-9,-0.17089677463278058,3.5029195315698685e-07,878,5.266321580589925e-07,PTC-028
NUMB,BRD-K00003291-001-01-9,-0.17088974240956867,3.5068549275849776e-07,878,5.271559902721642e-07,BEBT-908
AP1M1,BRD-K00004697-001-01-9,-0.17088758759214637,3.508061666113719e-07,878,5.273034745669164e-07,alovudine
TXNDC5,BRD-A45499626-001-04-9,-0.17087226540882364,3.6262921305945283e-07,876,5.429101254003928e-07,UBP-296
DOCK5,BRD-K00003453-003-01-9,-0.17084406742209238,3.8142446688179257e-07,873,5.674508364074637e-07,CT7001
BLNK,BRD-K00003368-001-01-9,-0.1708320360841013,3.53931004564611e-07,878,5.313170684491033e-07,BFH772
TFAP2C,BRD-K00076465-001-02-9,-0.17082146880156093,4.818927211377793e-07,858,6.979486074507143e-07,ZD-4190
LIF,BRD-K00004654-001-01-9,-0.17079440454214806,3.5606304299085787e-07,878,5.34208848426135e-07,"CP-105,696"
CDK4,BRD-K00090635-001-01-9,-0.17079265182079137,4.840647984105587e-07,858,7.00660337428103e-07,DM4
MEN1,BRD-K00003316-001-01-9,-0.1707881879267992,3.56416438103373e-07,878,5.346704102279868e-07,eldecalcitol
GATA3,BRD-K00003463-001-01-9,-0.17077866836283176,3.5695825058345736e-07,878,5.353801086207127e-07,pyrotinib
TKT,BRD-K00024370-003-03-9 - QC Failure,-0.17077036330080655,4.857512550592264e-07,858,7.029272697197845e-07,Nicotinamide riboside (chloride) - QC Failure
SLC25A37,BRD-K00003165-300-01-9,-0.170762848377891,3.863727844109549e-07,873,5.739357262776686e-07,sardomozide
ZNF8,BRD-K00010388-001-01-9,-0.1707332615980498,3.595535468453122e-07,878,5.388576785423942e-07,PTC-028
GFI1,BRD-K00003174-001-01-9,-0.17073250923342254,3.595967021919375e-07,878,5.388877996685024e-07,soblidotin
CIRBP,BRD-K00093440-001-01-9,-0.1707307885528218,4.887596193555922e-07,858,7.068430062235568e-07,Zandelisib
PXN,BRD-K00078317-001-02-9,-0.17072899886808696,4.888960893668509e-07,858,7.069966217474347e-07,SAR125844
MYC,BRD-K00003162-001-01-9,-0.1707216454597404,3.602204006756598e-07,878,5.397532507110861e-07,crolibulin
TXLNG,BRD-K00003187-236-01-9,-0.17071984524842007,3.6032385295550614e-07,878,5.398736515979286e-07,guadecitabine
NFKB2,BRD-K00003404-001-01-9,-0.17071983283769315,3.8901852250124515e-07,873,5.775721577880258e-07,CYC065
CD79A,BRD-K97840621-001-02-9,-0.1707168320834365,3.604970737907515e-07,878,5.400639451725815e-07,API-1
ZEB2,BRD-K00003173-001-01-9,-0.17070805203504852,3.6100227888147275e-07,878,5.407861339583247e-07,SJG-136
SLC66A2,BRD-K49921286-001-02-6,-0.17067504280801046,3.629077442429807e-07,878,5.431879473869321e-07,LMK-235
PIM2,BRD-K00078128-001-02-9 - QC Failure,-0.1706652286030563,4.937828187220077e-07,858,7.134012511077927e-07,Namitecan - QC Failure
SMIM19,BRD-K97181972-001-01-9,-0.1706585610027796,3.7517861307427976e-07,876,5.591553720681078e-07,CPI-169
ARHGAP45,BRD-K70642949-001-03-7,-0.1706581494334417,3.6388666325736707e-07,878,5.444788152145444e-07,
SNAI2,BRD-K30177383-001-02-9,-0.17065627141077566,3.7531530423577947e-07,876,5.593234260408492e-07,dalbavancin
PIAS4,BRD-K00004614-001-01-9,-0.17065312952574327,3.93155760328345e-07,873,5.830479968524162e-07,GSK3117391
PDGFRB,BRD-K00091286-001-01-9,-0.1706166112438562,4.97539933756828e-07,858,7.18074801269889e-07,Batabulin
SLC66A2,BRD-K00003419-001-01-9,-0.17061600329132384,3.663400063414354e-07,878,5.476938929323884e-07,avapritinib
FERMT2,BRD-K00003096-001-01-9,-0.17060826898493953,3.6679195052768855e-07,878,5.483344932667991e-07,FN-1501
SPHK2,BRD-K58726989-001-02-7,-0.17058989504436126,3.6786776292908996e-07,878,5.497318002032412e-07,HTH-01-015
ZBTB7B,BRD-K00003291-001-01-9,-0.1705880949957863,3.6797332090834744e-07,878,5.498509743949352e-07,BEBT-908
MED13L,BRD-K00003156-066-01-9,-0.17057869422455224,3.6852507283338645e-07,878,5.504676936321281e-07,eribulin
PLCG2,BRD-K00003103-001-01-9,-0.17057437671790393,3.687787438105877e-07,878,5.508114008397915e-07,desisobutyryl-ciclesonide
IRF4,BRD-K00003531-001-01-9,-0.17056899543292425,3.690951515865447e-07,878,5.512135388422187e-07,acelarin
KLF5,BRD-K00004689-001-01-9,-0.1705684682886223,3.6912616057932264e-07,878,5.512246262257958e-07,GSK239512
PIK3CD,BRD-K00089584-201-01-9 - QC Failure,-0.1705619017729962,5.018007530399262e-07,858,7.23420133237673e-07,Maduramicin ammonium - QC Failure
ZFP36L1,BRD-K00075584-003-02-9,-0.17054882895925794,5.028240622475426e-07,858,7.247146604183281e-07,Melflufen (hydrochloride)
NARF,BRD-K00068629-001-02-9,-0.17054175303716582,5.033787864944495e-07,858,7.253371761990304e-07,CBP/p300-IN-4
PIAS4,BRD-K18637542-001-01-7,-0.17053605519663698,3.7103767360831905e-07,878,5.53796060257592e-07,dihydroxyacetone
ZFPM1,BRD-K00003376-001-01-9,-0.17052454086363386,3.717190068464631e-07,878,5.546358930040561e-07,TAK-243
CIRBP,BRD-K00005329-074-01-9,-0.17051966562255594,3.720078507158914e-07,878,5.549605851108581e-07,levamlodipine
GFI1,BRD-K43812936-001-01-9,-0.17050306335879395,3.729931095457954e-07,878,5.562173774200428e-07,Mps1-IN-5
TXLNG,BRD-K00003173-001-01-9,-0.17049981217058965,3.73186344959033e-07,878,5.563990338340468e-07,SJG-136
POU2F2,BRD-K00003423-001-01-9,-0.1704939503231388,4.032007371242042e-07,873,5.958651677563643e-07,BMS-986158
CD79A,BRD-K32892871-003-02-9,-0.1704702384286751,3.865834544310578e-07,876,5.741391940625712e-07,JHW-007
PAX5,BRD-K00004614-001-01-9,-0.1704601834110569,4.053631508677712e-07,873,5.988715273123608e-07,GSK3117391
SP8,BRD-K00003533-001-01-9,-0.17043779679786636,4.068029300963583e-07,873,6.006948497733186e-07,BAY-1251152
NARF,BRD-K89899948-001-01-7,-0.1704256552856343,4.075858617917575e-07,873,6.015538369230525e-07,AI-10-49
IRF8,BRD-K29066607-001-02-9,-0.17041253076742624,3.7841014161779247e-07,878,5.63324957317901e-07,D-157495
CD19,BRD-K49921286-001-02-6,-0.17039558681693137,3.794323708102368e-07,878,5.646309289810808e-07,LMK-235
TCF4,BRD-K00003111-001-01-9,-0.17038334076538422,3.8017283120980365e-07,878,5.656967855755734e-07,BOS-172722
IRF8,BRD-K38627885-001-01-9,-0.1703829990537552,3.919791888941199e-07,876,5.815983749894216e-07,APY0201
ERBB2,BRD-K00003515-003-01-9,-0.17037771231939733,3.805136232905879e-07,878,5.661317972848444e-07,AZ7550
TBX2,BRD-K00093437-001-01-9,-0.17036471517525917,5.174511831553448e-07,858,7.430035665483024e-07,Elexacaftor
POU2F2,BRD-K00003228-001-01-9,-0.17035680750875437,3.8178194956145277e-07,878,5.678742267644799e-07,seletalisib
GPC1,BRD-K00084310-001-02-9 - QC Failure,-0.17034008645920748,5.194386274770415e-07,858,7.454451431532246e-07,TNO155 - QC Failure
SPHK2,BRD-K00003174-001-01-9,-0.17033504843463917,3.831064307308485e-07,878,5.697355242454436e-07,soblidotin
JUN,BRD-K00090622-001-01-9,-0.1703348414272845,5.198628297635135e-07,858,7.460081081373389e-07,amyloid P-IN-1
BCL2,BRD-K00091102-001-01-9,-0.17032966175382255,5.202820733050165e-07,858,7.464722294220285e-07,Gusacitinib
CD79B,BRD-K47983010-001-15-3,-0.17032936840522192,3.834529036878879e-07,878,5.701782201929836e-07,BX-795
RHOG,BRD-K00003240-300-01-9,-0.17030548825654773,3.8491286079532706e-07,878,5.7202157960885e-07,eravacycline
POU2AF1,BRD-K12106308-003-01-9,-0.1702894221093505,3.97847528975103e-07,876,5.891834017999055e-07,K145
DNAJC15,BRD-K00003343-001-01-9,-0.17027984432231208,3.86486612714207e-07,878,5.74031844964187e-07,VLX1570
TRIO,BRD-K00003533-001-01-9,-0.17027776024908542,4.1723998836087977e-07,873,6.136252836628795e-07,BAY-1251152
SPI1,BRD-K00029607-334-02-9,-0.1702766465578057,5.245918861615863e-07,858,7.517327751912076e-07,Netarsudil mesylate
SCYL1,BRD-K00003404-001-01-9,-0.1702638054152892,4.181622034146582e-07,873,6.147881372716482e-07,CYC065
RBM47,BRD-K00084847-001-01-9,-0.17025851644471812,5.260736238652637e-07,858,7.536250528335239e-07,Pyriproxyfen
DKK1,BRD-K00084310-001-02-9 - QC Failure,-0.1702527070963267,5.265492618776523e-07,858,7.541677502515314e-07,TNO155 - QC Failure
TXLNG,BRD-K00003465-001-01-9,-0.17021954281042345,3.902117416011936e-07,878,5.792701235202678e-07,fantofarone
AP1M1,BRD-K00003236-001-01-9,-0.17021388141187527,3.905632454573942e-07,878,5.797551078329766e-07,firsocostat
CD19,BRD-K00091280-001-01-9,-0.1702135527724595,5.297658196245255e-07,858,7.583551502390003e-07,ASP5878
MYB,BRD-K61871885-001-01-3,-0.17015383662859523,4.2549857898026e-07,873,6.245134883149106e-07,WAY-316606
CD44,BRD-K00091100-001-01-9,-0.17014887792900024,5.351203706817631e-07,858,7.646633225467209e-07,Antineoplaston A10
EBF1,BRD-K91876515-001-03-9,-0.17014439917554738,3.949021665402836e-07,878,5.853779055228965e-07,S63845
SCYL1,BRD-K00078302-075-02-9 - QC Failure,-0.17013571821169948,5.362162482068755e-07,858,7.660419408979887e-07,Elubrixin (tosylate) - QC Failure
E2F3,BRD-K00003370-001-01-9,-0.1701343846813214,3.9553135228169926e-07,878,5.861618645316008e-07,cadazolid
KLF5,BRD-K00003416-001-01-9,-0.17013386089273502,4.268444625274663e-07,873,6.264101957925369e-07,LY3214996
SASH3,BRD-K31144453-001-03-9,-0.17013323471132655,4.0783124058532334e-07,876,6.017843226992949e-07,AC-261066
AP1M1,BRD-K53114651-001-12-7,-0.17013093849477848,4.079798026775702e-07,876,6.019002618469997e-07,azaguanine-8
ERBB2,BRD-K00004745-001-01-9,-0.17011125038176952,4.2837281341899295e-07,873,6.284163567178448e-07,HSR6071
CD79B,BRD-K45044657-001-01-4,-0.17010336131798046,4.0976808582074976e-07,876,6.041953000947929e-07,TC-H-106
SBF1,BRD-K00003271-001-01-9,-0.17008342697876752,3.987478852644424e-07,878,5.904045343300949e-07,JD-5037
TCF3,BRD-K00087010-001-02-9,-0.17008078598522983,5.408141109702703e-07,858,7.720441852917883e-07,CC-92480
ERBB2,BRD-A45499626-001-04-9,-0.17007842968560655,4.1139131119032187e-07,876,6.061298446157854e-07,UBP-296
UBE2J1,BRD-K00003162-001-01-9,-0.17007609172801552,3.992129677211201e-07,878,5.909808387115544e-07,crolibulin
TRIO,BRD-K00004604-001-01-9,-0.17006125664210855,4.3177085805390687e-07,873,6.327794271300911e-07,PRLX-93936
PIM2,BRD-K00003419-001-01-9,-0.1700576449360402,4.0038487413628844e-07,878,5.925280363650563e-07,avapritinib
CD79A,BRD-K00003187-236-01-9,-0.1700533595592362,4.0065759383252586e-07,878,5.928565547992273e-07,guadecitabine
CYB561A3,BRD-K00003313-001-01-9,-0.17005146630707318,4.007781366374419e-07,878,5.92929451523823e-07,trabectedin
GFI1,BRD-K00004592-001-01-9,-0.1700447463988077,4.012062733253997e-07,878,5.934054562815619e-07,PI3Kd-IN-2
MEF2B,BRD-K00091104-001-01-9,-0.17004278359796013,5.440171163271415e-07,858,7.760478541746797e-07,9-ING-41
SOX10,BRD-K00004636-001-01-9,-0.17003743018064196,4.3339944827288226e-07,873,6.348738267022127e-07,DpC
TXLNG,BRD-K00004701-001-01-9,-0.17003693689727614,4.017043833464479e-07,878,5.939918288987208e-07,KPT-9274
LUC7L,BRD-K00003334-001-01-9,-0.17002812079513402,4.0226741275320896e-07,878,5.947867382088948e-07,sincalide
MECOM,BRD-K00010386-001-01-9,-0.1700263110199068,4.023830857994964e-07,878,5.949201341919173e-07,RMC-4550
VCL,BRD-K00077023-001-02-9,-0.17001805425660474,5.461112099639126e-07,858,7.788449596824851e-07,Oteseconazole
E2F3,BRD-K34362291-001-02-9,-0.17001301703400107,4.156796326966708e-07,876,6.115613984254432e-07,TC-S-7003
SYK,BRD-K00003108-001-01-9,-0.16999679658735278,4.042740493723482e-07,878,5.973758033717217e-07,ABBV-744
CDH2,BRD-K00004683-001-01-9,-0.1699927823549622,4.36467167319327e-07,873,6.389271348232062e-07,MS-424
FADD,BRD-K83904070-001-02-9,-0.16998619153786113,4.0495559361716625e-07,878,5.983450584157548e-07,R-268712
SASH3,BRD-M01344114-348-01-0,-0.16997848592922427,4.1796075283996064e-07,876,6.145692806150086e-07,threo-2-methylisocitrate-(DL)
ATP5F1A,BRD-K77286328-001-03-7,-0.16997446125944718,4.0571074094021005e-07,878,5.992714047433855e-07,reversine
ARHGAP45,BRD-K00003375-004-01-9,-0.16992933940613822,4.0862816471912873e-07,878,6.02742661143293e-07,visomitin
FAM83H,BRD-K00077939-001-02-9,-0.16992808417394345,5.537955781807204e-07,858,7.882649362509011e-07,Gemcabene
CD79A,BRD-K92723993-001-17-4,-0.16992653861661414,3.84722016672391e-07,882,5.718106819502144e-07,Imatinib
S1PR3,BRD-K00003223-003-01-9,-0.16991231216815975,4.420491024927194e-07,873,6.460058540273769e-07,amiselimod
DNAJC15,BRD-K38018935-001-01-1,-0.16989626686323164,4.2344076710656295e-07,876,6.218055798450986e-07,OTS514
PIK3AP1,BRD-K30233223-001-04-9,-0.16989081675440598,4.1113488769220395e-07,878,6.058427723612952e-07,A-485
TCF3,BRD-K00078128-001-02-9 - QC Failure,-0.16988818836710337,5.572362966467341e-07,858,7.923902850588628e-07,Namitecan - QC Failure
LUC7L,BRD-K17511755-001-02-9,-0.16987009874165962,4.2519937913901716e-07,876,6.24191940784945e-07,APY-29
ATP5F1A,BRD-K00005242-001-01-9,-0.16986122247745325,4.130706822101586e-07,878,6.082590716113802e-07,TEN-010
SMARCA4,BRD-K00090628-001-01-9,-0.1698580977375751,5.598449919684837e-07,858,7.954223192879879e-07,AB-680
PAX5,BRD-K00003187-236-01-9,-0.16985423340229405,4.135291251941989e-07,878,6.088574218242924e-07,guadecitabine
RAC1,BRD-K00075584-003-02-9,-0.16984180147591896,5.612626922151852e-07,858,7.97242715598232e-07,Melflufen (hydrochloride)
TCF3,BRD-K30233223-001-04-9,-0.16983967042953346,4.144859470955515e-07,878,6.100740320874885e-07,A-485
ITGB3,BRD-K00003313-001-01-9,-0.16983114969025032,4.1504676834795936e-07,878,6.108225596516911e-07,trabectedin
BCL2,BRD-A84465106-001-09-5,-0.16978401137867088,4.310345997799153e-07,876,6.319641594665441e-07,nisoldipine
FADD,BRD-K00077374-001-02-9 - QC Failure,-0.1697823595453376,5.664632118824143e-07,858,8.038969086232186e-07,Vilanterol - QC Failure
SLC38A5,BRD-A20589515-001-03-9,-0.16977776387516821,4.3146105985282883e-07,876,6.324307237930583e-07,dihydroxyphenylglycine
VCL,BRD-K00091289-300-01-9,-0.16977359065773573,5.672343080533459e-07,858,8.047957413842531e-07,Tebanicline (dihydrochloride)
DKK1,BRD-K00090648-001-01-9,-0.16976045786530392,5.683910358190219e-07,858,8.060943743423652e-07,Zotatifin
H2BC14,BRD-K00090628-001-01-9,-0.16972853363193,5.712123754720804e-07,858,8.096043444228904e-07,AB-680
SNX27,BRD-K38018935-001-01-1,-0.16972214412536216,4.35275667730953e-07,876,6.37382551607533e-07,OTS514
DDX6,BRD-K00004624-001-01-9,-0.1697200705372109,4.556639147202208e-07,873,6.641582173271594e-07,CJ-13610
H3C8,BRD-K00003463-001-01-9,-0.16970136256258567,4.2368003244132646e-07,878,6.221178437028763e-07,pyrotinib
FOSL1,BRD-K00004647-001-01-9,-0.1697002016872111,4.5709385789093523e-07,873,6.660347659991858e-07,NB-001
SPI1,BRD-K92723993-001-17-4,-0.16969068482276053,3.994576030005384e-07,882,5.912680872279027e-07,Imatinib
PPM1D,BRD-K00003417-001-01-9,-0.1696834619458433,4.583019549129088e-07,873,6.675037882610147e-07,MRX-2843
USP34,BRD-K64857848-001-06-4,-0.16964234184617172,4.4080558323261294e-07,876,6.444303553707781e-07,ERK5-IN-1
CD19,BRD-K00003421-001-01-9,-0.16964108928897279,4.6137372107405165e-07,873,6.716010593511917e-07,GSK3326595
SLC38A5,BRD-K00003367-001-01-9,-0.1696291482765784,4.2855825040803205e-07,878,6.285896900539706e-07,uki-1
AFF2,BRD-K00003370-001-01-9,-0.16962533488133527,4.288173508565768e-07,878,6.288711253196909e-07,cadazolid
BCL2,BRD-K97840621-001-02-9,-0.16962129824198083,4.290917839587312e-07,878,6.292341055768268e-07,API-1
UBE2J1,BRD-K00005242-001-01-9,-0.1696206638624732,4.291349279687454e-07,878,6.292578917426136e-07,TEN-010
BCL2,BRD-K00090626-001-01-9,-0.16961533778078988,5.813252010340366e-07,858,8.22989435978406e-07,PTC596
MYC,BRD-K00003293-001-01-9,-0.16961436601234917,4.633211839396874e-07,873,6.741272734302828e-07,mertansine
MITF,BRD-K00003203-001-01-9,-0.16958188559749163,4.3178017730064585e-07,878,6.327794271300911e-07,BMS-214662
PAX8,BRD-K00003404-001-01-9,-0.16958133184746335,4.657394952975177e-07,873,6.771126825139079e-07,CYC065
CHD7,BRD-K00003439-001-01-9,-0.16957615099642462,4.321726920407618e-07,878,6.332512279029319e-07,XL041
GLI1,BRD-K77185060-001-08-9,-0.16956158694549614,5.861873761982373e-07,858,8.293705040562505e-07,Metoprine
RHOG,BRD-K00091108-001-01-9,-0.1695523352278018,5.870282029501626e-07,858,8.304093426553202e-07,PRI-724
PAX5,BRD-K00003102-001-01-9,-0.1695502661279988,4.339487073022466e-07,878,6.35558916347168e-07,INCB-057643
NFIX,BRD-K04853698-376-01-4,-0.16952823957022928,4.488299918633392e-07,876,6.55218898802621e-07,LDN193189
PIM2,BRD-K00003368-001-01-9,-0.16952131587351138,4.359433720310152e-07,878,6.382403214174948e-07,BFH772
JUN,BRD-K00003266-001-01-9,-0.16949938811468768,4.374600625331265e-07,878,6.400999550193597e-07,udenafil
SBF1,BRD-A86468475-300-02-9,-0.16947006559855776,4.5297511914057147e-07,876,6.608573336175678e-07,SR-3677
ALDH3A1,BRD-K00003463-001-01-9,-0.16945763882336376,4.403618210952488e-07,878,6.438621509313828e-07,pyrotinib
ME2,BRD-K00003310-001-01-9,-0.16944809982784928,4.4102741980114465e-07,878,6.446336995367325e-07,derazantinib
SASH3,BRD-K00003211-001-01-9,-0.169447163863702,4.4109278037071293e-07,878,6.446889164420175e-07,lurbinectedin
NFATC2,BRD-K49461364-001-01-0,-0.16943029565334874,4.422723272601092e-07,878,6.462916614182364e-07,TCS-21311
CIRBP,BRD-K00003430-001-01-9,-0.1694296071433763,4.423205373086701e-07,878,6.463217004050164e-07,PRN1371
TCF7L2,BRD-K00091078-001-01-9,-0.16941447617836625,5.996956233592233e-07,858,8.459733286547421e-07,AZD-0364
LUC7L,BRD-K41141507-001-18-9,-0.16941401734406278,4.781758426109109e-07,873,6.931666435218142e-07,cyproterone-acetate
EIF4A1,BRD-K00091271-001-01-9,-0.16940929286303247,6.001769954671302e-07,858,8.464991091701024e-07,6-Thio-2'-Deoxyguanosine
SASH3,BRD-K00003172-001-01-9,-0.1694087464659307,4.785727716301594e-07,873,6.936990088402436e-07,E7820
RAF1,BRD-K00004693-001-01-9,-0.16940632128799715,4.4395401576715055e-07,878,6.484247754349358e-07,furvina
D2HGDH,BRD-K00003223-003-01-9,-0.16940281078195923,4.790201443323914e-07,873,6.942613675639744e-07,amiselimod
ETS1,BRD-K00079205-001-02-9,-0.16939470144424032,6.015340911642951e-07,858,8.482084331035841e-07,Islatravir
SMARCA4,BRD-A73891132-001-02-9,-0.16938738956525112,4.4528633633167294e-07,878,6.502894434356323e-07,OXF-BD-02
