gene,drug_id,rho,pvalue,n_lines,fdr,name
TFAP2C,BRD-K00003186-003-01-9,0.17090316991830076,3.499344275762518e-07,878,5.261623418239937e-07,SSR240612
KLF5,BRD-K00091118-001-01-9,0.1709053191622832,4.7562575250469534e-07,858,6.89897913953934e-07,Tefinostat
RAB11FIP3,BRD-K84068331-001-02-9,0.17091706285451785,3.49158960384114e-07,878,5.250976914032245e-07,CW-008
TFAP2A,BRD-K94883909-001-17-7,0.17092183871022243,3.597764391754126e-07,876,5.391225835999066e-07,SU9516
SMAD7,BRD-K05804044-001-18-5,0.17092628778051017,3.1795455436095887e-07,884,4.823284120545421e-07,AZ 628
JUN,BRD-K00090626-001-01-9,0.17092981844537813,4.738095407257855e-07,858,6.874768180930629e-07,PTC596
LPAR1,BRD-K45044657-001-01-4,0.17093806646803822,3.5884729408173587e-07,876,5.379717098959802e-07,TC-H-106
TGIF1,BRD-K00005242-001-01-9,0.17094145413711687,3.4780150693719377e-07,878,5.232245636029926e-07,TEN-010
CEP164,BRD-K00004648-001-01-9,0.17094875008954524,3.473964527261879e-07,878,5.226824960162524e-07,PF-06747775
KLF5,BRD-K00068629-001-02-9,0.17095612127545165,4.718670594586393e-07,858,6.849560222139816e-07,CBP/p300-IN-4
ZBTB7B,BRD-K33457401-001-02-9,0.17095835019614045,3.5768916892358225e-07,876,5.363386960981564e-07,bronopol
VCL,BRD-K97181972-001-01-9,0.17096315470165924,3.5741537759961144e-07,876,5.35996933285731e-07,CPI-169
FAM120A,BRD-K01826330-001-01-9,0.17096564637108208,3.4646015522727813e-07,878,5.213408928645341e-07,etifoxine
GPC1,BRD-K00004611-001-01-9,0.17096951683392286,3.7390116342890076e-07,873,5.573581217973256e-07,olumacostat-glasaretil
LPAR1,BRD-K00077460-001-02-9,0.17097096799686906,4.7077400718966974e-07,858,6.836038654895549e-07,Ilorasertib
DKK1,BRD-K00003142-003-01-9,0.1709721320894133,3.461013992026044e-07,878,5.208345825872945e-07,dasotraline
TNS3,BRD-K00003496-001-01-9,0.17097372423237164,3.7365133660944237e-07,873,5.570212424566836e-07,baloxavir
PHLDB2,BRD-K00003154-001-01-9,0.17097687819204607,3.4583909647261795e-07,878,5.205404020323305e-07,imisopasem-manganese
FOSL1,BRD-K00004616-001-01-9,0.1709797090889458,3.7329624497869063e-07,873,5.565273864669233e-07,PRX-07034
TFAP2C,BRD-K00091075-001-01-9,0.17098737484195725,4.6956893041224725e-07,858,6.820860808946578e-07,E-7386
ALDH3A1,BRD-K00005244-001-01-9,0.1709889214418278,3.7275029584264596e-07,873,5.559555630489047e-07,CCT196969
SLC38A5,BRD-K00003404-001-01-9,0.1710059014190963,3.717460310773464e-07,873,5.546408067883652e-07,CYC065
DOCK5,BRD-K23614267-001-01-2,0.1710160419264802,3.544148411068726e-07,876,5.318384376468589e-07,GW-1100
SOX9,BRD-K00091124-001-01-9 - QC Failure,0.1710185228148349,4.6728928993260346e-07,858,6.78985718638782e-07,AR-13324 M1 metabolite - QC Failure
TFAP2A,BRD-K00003209-001-01-9,0.17101952219182293,3.4349086887101964e-07,878,5.172724605189093e-07,JI-101
JUN,BRD-K00003502-001-01-9,0.1710214366830593,3.4338580699124654e-07,878,5.171475662735624e-07,rovazolac
ZFP36L1,BRD-K00003532-001-01-9,0.17102328423322713,3.432844480096616e-07,878,5.170282329476615e-07,inarigivir
D2HGDH,BRD-K00071587-001-01-9 - QC Failure,0.17102722665145206,4.6665418564442224e-07,858,6.782315544357588e-07,Lanreotide - QC Failure
DKK1,BRD-K00074079-001-02-9,0.1710281998349704,4.665832257646549e-07,858,6.781705940653926e-07,GSK2245035
VCL,BRD-K49461364-001-01-0,0.17106591855367767,3.409534671631891e-07,878,5.137492382527276e-07,TCS-21311
TRIO,BRD-K00091077-001-01-9,0.17107075661542442,4.634903298228664e-07,858,6.743041387251811e-07,AZD8329
MAFF,BRD-K00005349-304-01-9,0.17107476295758187,3.5111176162278003e-07,876,5.276949451898666e-07,betamethasone-phosphate
SPINT2,BRD-K00003375-004-01-9,0.1710760865898566,3.4039979860172385e-07,878,5.130803619837153e-07,visomitin
ZBTB7B,BRD-K00084841-001-01-9,0.17107717850501464,4.6302532427946514e-07,858,6.73753447830884e-07,Fluticasone furoate
FOSL1,BRD-K77286328-001-03-7,0.17107859095622555,3.4026356420992284e-07,878,5.129080956281404e-07,reversine
GPC1,BRD-K00003302-001-01-9,0.17108661530197955,3.670078229925051e-07,873,5.485168716575539e-07,adomeglivant
ILK,BRD-K68795758-001-02-9,0.17108712220400116,3.5042033800449737e-07,876,5.267912870548088e-07,MRK-560
