gene,rho_immune_hot,rho_immune_cold,delta_rho,z_fisher,pvalue,hdi_low_a,hdi_high_a,hdi_low_b,hdi_high_b,prob_neg_a,prob_neg_b,ess_a,ess_b,rhat_a,rhat_b,fdr
PHLDB2,-0.2613908242872366,-0.1429030293825739,-0.11848779490466269,-2.044687999007392,0.040885627531205136,-0.3436169249487122,-0.18092893642537322,-0.2277168146586655,-0.07014249093434866,1.0,0.9995,2348.0,2571.0,1.0,1.0,0.15346141160327087
HDAC4,-0.19523985787862252,-0.31075743701841835,0.11551757913979582,2.0429010222568893,0.041062237118335516,-0.2789719518657319,-0.11396963552294054,-0.37757835871109036,-0.2294952066085289,1.0,1.0,2286.0,2594.0,1.0,1.0,0.15346141160327087
ELF1,-0.26311664231357335,-0.14511533906471505,-0.1180013032488583,-2.0379797208444934,0.041551960974763234,-0.34285402959486205,-0.18133979314586446,-0.22292923742203058,-0.06740859357365414,1.0,1.0,2289.0,2259.0,1.0,1.0,0.15398667890647552
MAFF,-0.3129628371778813,-0.19822155502228664,-0.11474128215559468,-2.0320134496014517,0.04215229438478228,-0.39468126259526737,-0.2385947897640927,-0.28383687046862244,-0.12166043352332828,1.0,1.0,2340.0,2582.0,1.0,1.0,0.1546625344016521
HNRNPH1,-0.11477181539077685,-0.2336594291418831,0.11888761375110624,2.029221328938758,0.04243575206938754,-0.19800891627755868,-0.027133023970236037,-0.3065493772694463,-0.15153705947130808,0.9955,1.0,2285.0,2315.0,1.0,1.0,0.1546625344016521
MPRIP,-0.2443627237719199,-0.1264975393534965,-0.11786518441842339,-2.0201788708827912,0.043364837119412906,-0.3265839458990807,-0.16497391461053962,-0.21368084770472917,-0.05028895609819889,1.0,0.999,2392.0,2212.0,1.0,1.0,0.1567532227021401
RXRA,-0.23444402866731304,-0.34312921166345445,0.10868518299614141,1.9626353702824235,0.04968855775775157,-0.31129564109413366,-0.14485162838992882,-0.4156450839422257,-0.2660654721098312,1.0,1.0,2171.0,2278.0,1.0,1.0,0.17815165830218246
F3,-0.28227111972754737,-0.17048515219348892,-0.11178596753405845,-1.9499683412390738,0.051179892548857096,-0.3622142291879793,-0.20489925011597476,-0.25060404840430484,-0.09489052532538977,1.0,1.0,1808.0,2589.0,1.0,1.0,0.1820188114035966
CD44,-0.20398600679268308,-0.313645865611035,0.10965985881835194,1.945242075360649,0.051745850021194674,-0.28956193437623456,-0.12423210415030678,-0.38368728713749967,-0.23320470064872584,1.0,1.0,1790.0,1789.0,1.0,1.0,0.1825593588747748
GPX8,-0.43131698804676266,-0.33153611267422123,-0.09978087537254143,-1.9330879794054008,0.05322536063142293,-0.49895793646581094,-0.3640859863219191,-0.4038554640986747,-0.25604987150095493,1.0,1.0,1915.0,2135.0,1.0,1.0,0.18628876220998025
KLF6,-0.17901875785627427,-0.2882474644147792,0.10922870655850495,1.9120089235987092,0.05587504948490475,-0.2607078504917866,-0.09727353407323941,-0.35903384375873054,-0.20428874003338438,1.0,1.0,2617.0,1993.0,1.0,1.0,0.19366299607745563
NFIB,-0.2868681554325248,-0.38896531992065514,0.10209716448813033,1.9077946536313903,0.05641776205464826,-0.36906496355677604,-0.2076308256196404,-0.45574149120587165,-0.3202134974743593,1.0,1.0,2079.0,2113.0,1.0,1.0,0.19366299607745563
UPK1A,-0.018611044126519455,-0.13300250928574806,0.1143914651592286,1.9036940416315828,0.05695004289307573,-0.10929489677878251,0.06668924938591392,-0.2138138011493224,-0.058023387613244104,0.652,1.0,3193.0,2703.0,1.0,1.0,0.19366299607745563
CASP3,-0.09697412979910047,-0.20923031248016566,0.11225618268106519,1.9021147370180835,0.057156156245799346,-0.18099672449317628,-0.005218052175863741,-0.28772295377167545,-0.1299773314294148,0.9825,1.0,2499.0,2846.0,1.0,1.0,0.19366299607745563
BTBD3,-0.2607214801025668,-0.15082926598137056,-0.10989221412119624,-1.8989249663164613,0.05757434220590037,-0.3393189712753881,-0.17528960343447753,-0.23147967909651102,-0.07300075157496527,1.0,1.0,2076.0,2636.0,1.0,1.0,0.19366299607745563
RRAS2,-0.27166412001627704,-0.16249319046452748,-0.10917092955174956,-1.8959462277332646,0.05796715528849012,-0.35344610831337575,-0.19020350659669077,-0.24616540214952698,-0.0835582866612134,1.0,1.0,2201.0,2436.0,1.0,1.0,0.19366299607745563
ZNF608,-0.3038830090669656,-0.1973306166232055,-0.10655239244376008,-1.881491624498418,0.05990507354347888,-0.3769163389855849,-0.22685561291030165,-0.27510669964944284,-0.1259530431757081,1.0,1.0,1894.0,2647.0,1.0,1.0,0.19863261227574577
TBX3,-0.17712962809450758,-0.2833670860834704,0.10623745798896281,1.856417735430957,0.06339403871789803,-0.2602393556088804,-0.09553970699840675,-0.35373932850960577,-0.20820936302860055,1.0,1.0,2485.0,1944.0,1.0,1.0,0.2086326199596495
TWIST1,-0.37172756951400243,-0.2717862458498005,-0.09994132366420194,-1.845064309854193,0.06502818418510818,-0.4418150103123537,-0.29707670784363027,-0.3458451656679902,-0.19525870856153388,1.0,1.0,2007.0,2212.0,1.0,1.0,0.21242540167135338
ZBTB10,-0.15851582172677522,-0.2643024004504023,0.1057865787236271,1.8323342514819432,0.06690163708477438,-0.24341349389162104,-0.06999676825450368,-0.3374095066864138,-0.18654151565180044,1.0,1.0,2382.0,2297.0,1.0,1.0,0.21693839672342283
H4C13,-0.13176341273322817,-0.2375764106310072,0.10581299789777904,1.812592884486039,0.06989463608521648,-0.21798664031375165,-0.05031547388455637,-0.31005380067609356,-0.15783447649149318,0.9985,1.0,2533.0,2306.0,1.0,1.0,0.22498930301883555
RPL4,-0.22046281226912276,-0.11441807889406291,-0.10604473337505985,-1.805175214089974,0.07104726823097621,-0.2965375400548331,-0.1364806602000766,-0.19140871176372776,-0.03329777043259541,1.0,0.9985,2393.0,2745.0,1.0,1.0,0.22704235717290222
DHODH,-0.19913005556087282,-0.0927599730403669,-0.10637008252050592,-1.7981996783506382,0.07214537053017087,-0.2787748405211868,-0.11520302249203468,-0.1689814001221674,-0.01110066924144787,1.0,0.989,2131.0,2350.0,1.0,1.0,0.228892866214427
PPM1J,-0.17639553108029654,-0.07031186208208551,-0.10608366899821103,-1.782214175299428,0.0747143120507561,-0.2535901680518329,-0.08392823360891533,-0.15079554998003925,0.010836944015280459,1.0,0.9565,2369.0,2157.0,1.0,1.0,0.2342299859869706
ZFP28,-0.10222237961250871,-0.20726616965659006,0.10504379004408135,1.780569496827123,0.07498280660780403,-0.19531626087537313,-0.017613853584079686,-0.28957644318209796,-0.1306466995318436,0.9885,1.0,2786.0,2254.0,1.0,1.0,0.2342299859869706
WWTR1,-0.5458003507522462,-0.46589113989111675,-0.07990921086112945,-1.7778956596443516,0.07542099322029439,-0.6018689895603406,-0.4839534138873085,-0.5295059731410487,-0.40519902388122553,1.0,1.0,2054.0,2063.0,1.0,1.0,0.2342299859869706
ZNF862,-0.21547552417674617,-0.11198125174384699,-0.10349427243289919,-1.759432975182897,0.0785039951597167,-0.2955939042314562,-0.12967696817458313,-0.18923757171807054,-0.03147480891500831,1.0,0.9965,2095.0,2360.0,1.0,1.0,0.24209973332472076
CLMP,-0.2733179746591814,-0.17266623323937222,-0.10065174141980918,-1.7524760946410518,0.07969197691127723,-0.3452330815643441,-0.1886305805714681,-0.24967358685724278,-0.08800785571936043,1.0,1.0,2237.0,2047.0,1.0,1.0,0.24405667929078653
ZMIZ1,-0.18070015955362406,-0.28067521933802797,0.09997505978440391,1.7471187103197372,0.0806167484976595,-0.26115662545519625,-0.09377138304117688,-0.35565444117742245,-0.20578487295889186,1.0,1.0,2614.0,2325.0,1.0,1.0,0.2445595772800459
RGL1,-0.1381737353619577,-0.23988340069972508,0.10170966533776737,1.7451124189881049,0.08096530222876804,-0.23110531278711233,-0.05584155506710986,-0.3147952647499567,-0.15856123623377472,0.9985,1.0,2347.0,1954.0,1.0,1.0,0.2445595772800459
ARPC3,-0.0882209979430697,-0.19101621107287073,0.10279521312980103,1.7344289020871202,0.08284201062216551,-0.1783239316565275,-0.0024468447715250696,-0.2731800980305242,-0.11439532179904388,0.9715,1.0,2202.0,2197.0,1.0,1.0,0.24852603186649652
NEDD9,-0.35459845948131896,-0.4425276964206126,0.08792923693929366,1.7300513946185128,0.08362109320318944,-0.4244704642967729,-0.2760750898437059,-0.5084769330981291,-0.3768324988975796,1.0,1.0,2224.0,2088.0,1.0,1.0,0.2491682574500442
MED13L,-0.2525153071994938,-0.153057622513316,-0.09945768468617777,-1.7160334208076964,0.08615592567299589,-0.32967283217439136,-0.1689084944803123,-0.2293089046351851,-0.06892696275036553,1.0,1.0,1946.0,2192.0,1.0,1.0,0.2546831373180259
SYVN1,-0.19942376559236855,-0.09814310950444671,-0.10128065608792183,-1.713465596095359,0.08662691745511085,-0.2852573587921538,-0.11661166905242387,-0.18291564172879843,-0.015613301320396955,1.0,0.9905,2024.0,2504.0,1.0,1.0,0.2546831373180259
TRIO,-0.3546759976358633,-0.2636571241654357,-0.09101887347042764,-1.6651303619638291,0.09588675046690275,-0.4312813166923122,-0.2841184534320122,-0.3412861320234488,-0.18802014308327702,1.0,1.0,2406.0,2136.0,1.0,1.0,0.2800401122907557
PARD3,-0.2121233999498229,-0.3056460250144264,0.09352262506460349,1.6584216789609483,0.09723238387483764,-0.2985110366736683,-0.12734428416396049,-0.3737282425732231,-0.2274455593549285,1.0,1.0,2323.0,2143.0,1.0,1.0,0.28068095083498046
ZBTB7B,-0.20679499428594306,-0.3004208359354581,0.09362584164951504,1.655436298150622,0.09783602813507286,-0.2847573701122799,-0.12098247205530388,-0.3710238930871497,-0.22470948645706978,1.0,1.0,1984.0,2272.0,1.0,1.0,0.28068095083498046
TMEM259,-0.21466305250583215,-0.11740727597722633,-0.09725577652860581,-1.6544780348627266,0.09803042264944956,-0.29574188359486486,-0.13223380332743617,-0.19750400161202247,-0.03770078437289198,1.0,0.9985,1857.0,2558.0,1.0,1.0,0.28068095083498046
ZFP36L1,-0.40470403855812,-0.3180896867871573,-0.08661435177096266,-1.6484946546498211,0.0992512066941608,-0.4740138313548141,-0.3295621099156442,-0.39176756164766746,-0.2411213209113512,1.0,1.0,2089.0,2034.0,1.0,1.0,0.28068095083498046
GNAI3,-0.20624203294248034,-0.10928238747094798,-0.09695964547153235,-1.6448810287967088,0.09999434791366538,-0.28454664905075333,-0.12149341795585022,-0.20061424246628157,-0.038422174138231624,1.0,0.9955,2009.0,2077.0,1.0,1.0,0.28068095083498046
MTPN,-0.08181866717436947,-0.17951952541981472,0.09770085824544525,1.6442452814812065,0.10012554699469872,-0.17201814503356072,-0.0007349980022795521,-0.25344168345497353,-0.09160774059162424,0.967,1.0,2909.0,2046.0,1.0,1.0,0.28068095083498046
NUMB,-0.24677684414737447,-0.1514469593470309,-0.09532988480034357,-1.6421378985518433,0.10056142909733995,-0.3217019167380299,-0.16778513145195761,-0.23728177134939532,-0.07947533569662862,1.0,1.0,1936.0,2383.0,1.0,1.0,0.28068095083498046
BCL2,-0.5496887547887052,-0.477120957094027,-0.07256779769467814,-1.6310395604864771,0.10288197230560991,-0.609554169254396,-0.4899903668046303,-0.5383309884277863,-0.41428698455249746,1.0,1.0,1494.0,1810.0,1.0,1.0,0.2853518854514086
FAM83H,-0.3467883925122631,-0.2582091991397025,-0.0885791933725606,-1.6130996257144383,0.10672286517777949,-0.4218398684968708,-0.27085491645652565,-0.32698507681739614,-0.17380332717744912,1.0,1.0,2008.0,2379.0,1.0,1.0,0.2916828130092649
EHF,-0.2461071120874203,-0.15251461016359466,-0.09359250192382565,-1.6122899851397807,0.10689885159858516,-0.3245301718348053,-0.16057231644470127,-0.22968955665096846,-0.07326106695379458,1.0,1.0,2125.0,2307.0,1.0,1.0,0.2916828130092649
PAICS,-0.23898391538630612,-0.14518177753610595,-0.09380213785020017,-1.6111419424756641,0.10714878845238304,-0.31782785984627976,-0.15935823480741412,-0.22392154500524258,-0.06674698025459319,1.0,0.9995,2419.0,2840.0,1.0,1.0,0.2916828130092649
TFDP2,-0.12031378784122673,-0.21448986737730932,0.09417607953608259,1.6027511281125093,0.10898961058810916,-0.1965026332739908,-0.025310423382130354,-0.2913991154931712,-0.1331047932466849,0.997,1.0,2881.0,2156.0,1.0,1.0,0.29487373171384135
RHOG,-0.08037928377757386,-0.17513390539433832,0.09475462161676446,1.5933548743216996,0.11108060289822914,-0.17196794608860305,-0.00038826359207710937,-0.25820094386517844,-0.10301927020239582,0.971,1.0,2635.0,2207.0,1.0,1.0,0.2986984504763357
PPM1D,-0.22751984550917878,-0.31644515544272733,0.08892530993354855,1.5886322900166645,0.11214343373920645,-0.31193724071103907,-0.1483172582298518,-0.3810334289516213,-0.2414576199212602,1.0,1.0,2044.0,2336.0,1.0,1.0,0.29972881381206085
TNFAIP3,-0.24369163499539703,-0.33115938688103075,0.08746775188563372,1.577318098762733,0.11472234997460597,-0.33221522375785856,-0.16402036773241763,-0.4028851875280997,-0.2581982488660181,1.0,1.0,2008.0,2261.0,1.0,1.0,0.3031186703191005
KCMF1,-0.23700113908336,-0.14514411276229588,-0.09185702632106413,-1.5770395056360786,0.11478643524555505,-0.31868979462428215,-0.14961882126404458,-0.22058369774473463,-0.06131959458511954,1.0,0.9995,2337.0,2326.0,1.0,1.0,0.3031186703191005
PDGFRB,-0.3211628620087811,-0.23336172502189578,-0.0878011369868853,-1.5734588179668472,0.11561261686300885,-0.40530318161684065,-0.2400871186800133,-0.31029522833499984,-0.15567960891062788,1.0,1.0,1965.0,2141.0,1.0,1.0,0.3034831192653982
YAP1,-0.39194483051929785,-0.30872136602876,-0.08322346449053786,-1.5695425077719842,0.11652158281099437,-0.47029443235937934,-0.3228378518183206,-0.3826102728643677,-0.24031249937952848,1.0,1.0,1887.0,2187.0,1.0,1.0,0.3040592782227723
LRPPRC,-0.07929141248891314,-0.17185247648061258,0.09256106399169944,1.5555325677347835,0.11981928440198107,-0.16886616185869047,0.005846855894289682,-0.25395630091632304,-0.09577862028003631,0.9535,1.0,2399.0,2838.0,1.0,1.0,0.30978530831106793
MKRN1,-0.19652074249707807,-0.10468589878603773,-0.09183484371104034,-1.5542666133315546,0.12012083383490389,-0.2829555278842617,-0.1166851759776859,-0.18336136852192014,-0.02542844352023227,1.0,0.996,2413.0,2837.0,1.0,1.0,0.30978530831106793
RPS6KA3,-0.22826348020349646,-0.1376334345075148,-0.09063004569598165,-1.551029406025965,0.12089463708059413,-0.31262246118773596,-0.15102662846243065,-0.22140018596959776,-0.05971461479174017,1.0,1.0,2402.0,2282.0,1.0,1.0,0.3099682264682675
TP53BP2,-0.15906477852237785,-0.06724098818680704,-0.09182379033557081,-1.5384721760649955,0.12393320657664054,-0.24482282913273878,-0.07295563364145125,-0.14099021525316124,0.01706598954612293,1.0,0.9495,2390.0,2493.0,1.0,1.0,0.3159222202329392
SQSTM1,-0.32267757949174836,-0.23735747880570338,-0.08532010068604498,-1.5314744512589846,0.12565217601243683,-0.4008291512077804,-0.2445238602971958,-0.30865632235791013,-0.1551617543250226,1.0,1.0,2134.0,2291.0,1.0,1.0,0.31846327368669336
VPS26B,-0.13638203389049242,-0.22552055743375948,0.08913852354326707,1.524313130302081,0.12743050870556158,-0.21776216626598727,-0.05662526003244611,-0.29421962347092423,-0.14976576699966465,0.999,1.0,2182.0,2569.0,1.0,1.0,0.3211248819380152
CTTN,-0.1775823274931132,-0.264164944907586,0.08658261741447282,1.505597131940302,0.1321706251888177,-0.26054718615046113,-0.09383350045744754,-0.3316284626141392,-0.18071158350985628,1.0,1.0,2258.0,2821.0,1.0,1.0,0.33117753243334436
STMN1,-0.26713391958158805,-0.18123794320969988,-0.08589597637188817,-1.4959648641054362,0.13466281154933651,-0.34226714846495443,-0.18668624996560945,-0.26315406736108105,-0.10404275719666689,1.0,1.0,2041.0,2520.0,1.0,1.0,0.335515818605974
PPARG,-0.32751305906889605,-0.4051867582146358,0.07767369914573974,1.4841722902623304,0.13776321898538565,-0.41329510010057463,-0.25749688751256294,-0.47822458766526627,-0.338199006660014,1.0,1.0,2317.0,1937.0,1.0,1.0,0.34131224478963523
CAST,-0.20638485473806334,-0.11921614818126036,-0.08716870655680298,-1.480991376391655,0.13860887148764325,-0.28465397695307487,-0.12164116780737833,-0.1919670291481237,-0.037025959152453825,1.0,0.997,2009.0,2159.0,1.0,1.0,0.34148889567626073
SLC66A2,-0.12887788911111334,-0.21552917032500854,0.0866512812138952,1.4769831119210137,0.13968016430036967,-0.22099885839059485,-0.04364571691625091,-0.2983206324273517,-0.14083869660070963,0.998,1.0,2389.0,2435.0,1.0,1.0,0.3422164025359057
BTG1,-0.16539948650828865,-0.24963112350159553,0.08423163699330688,1.4558653886551802,0.14542983529613196,-0.25209558881692584,-0.08379638005757922,-0.3224626602433245,-0.17265555017837292,1.0,1.0,2520.0,2391.0,1.0,1.0,0.35433457108063093
CFLAR,-0.4584226260882265,-0.3872194877623286,-0.07120313832589786,-1.434397734669867,0.1514587937468156,-0.5214491653227078,-0.38719554454988137,-0.4521589281902947,-0.3132001590623843,1.0,1.0,2402.0,2079.0,1.0,1.0,0.3669963079249763
FRS2,-0.19738809520087383,-0.11550798256200723,-0.0818801126388666,-1.3881197397413778,0.16510058663218508,-0.2744229581824895,-0.10926977251622955,-0.19443431241327147,-0.04123088480109954,1.0,0.997,2310.0,1828.0,1.0,1.0,0.39786534811362634
FDPS,-0.20879992662306313,-0.12744912192638913,-0.081350804696674,-1.3845298599078801,0.16619627153138128,-0.2920768077153375,-0.12282080466093465,-0.20615433771583108,-0.04710575678762918,1.0,0.9985,2206.0,2083.0,1.0,1.0,0.39789860548446243
H1-5,-0.08871144755676394,-0.17076380983090672,0.08205236227414278,1.380196250129643,0.1675262282694776,-0.17687940939632346,-0.0030837483754000417,-0.24526636484222525,-0.09000548460460728,0.976,1.0,2364.0,2577.0,1.0,1.0,0.39789860548446243
ZFX,-0.1983659939416773,-0.1170420514534519,-0.08132394248822541,-1.3792386646290047,0.16782118054446715,-0.2772912331599575,-0.11205244123793451,-0.1957781977796038,-0.04006839403215784,1.0,0.998,1930.0,2431.0,1.0,1.0,0.39789860548446243
SETMAR,-0.11500067606201103,-0.19601724603998252,0.08101656997797149,1.3730483078939242,0.16973732935330177,-0.19600137072909346,-0.025241406632622754,-0.2767094058950889,-0.12182137645932573,0.9975,1.0,2429.0,2068.0,1.0,1.0,0.40028963767275977
IRS1,-0.24447570172875147,-0.3190440347569986,0.07456833302824714,1.3396302370031707,0.18036558840170824,-0.32991121219579855,-0.16673982149714023,-0.3957393588063538,-0.24977793463399722,1.0,1.0,2372.0,2310.0,1.0,1.0,0.4198108409603475
CCNE1,-0.38012156315171525,-0.44702824729396096,0.06690668414224571,1.335081915357712,0.18184953771035772,-0.4503459456608376,-0.30384863029952186,-0.5119508182123522,-0.38227457255128533,1.0,1.0,1853.0,2112.0,1.0,1.0,0.4198108409603475
YAE1,-0.18009887401290525,-0.10100635979623684,-0.07909251421666841,-1.3343294446578884,0.18209591180688955,-0.2668274189668777,-0.09604261255643015,-0.18115570525206598,-0.017851675496192543,1.0,0.994,2368.0,2218.0,1.0,1.0,0.4198108409603475
WDR47,-0.19260505012459117,-0.11400648454935566,-0.07859856557523551,-1.331089603596493,0.18315952940114244,-0.2812257410915833,-0.1108785848408369,-0.19455311301612954,-0.035242223119391625,1.0,0.9985,2177.0,1804.0,1.0,1.0,0.4198108409603475
RPL32,-0.2262891211641886,-0.1489664181515159,-0.07732270301267269,-1.3253829375401598,0.18504417325139888,-0.3019599118074556,-0.14114131653857753,-0.22670179706307086,-0.06813148956944609,1.0,1.0,2589.0,2700.0,1.0,1.0,0.4198108409603475
TFAP2C,-0.2614334277171526,-0.33443923430547073,0.07300580658831812,1.3250569282162743,0.1851522704378783,-0.3436594091250027,-0.18097126696296245,-0.4026190825624052,-0.2574576551241632,1.0,1.0,2347.0,1720.0,1.0,1.0,0.4198108409603475
GNAI1,-0.10604177075708152,-0.18437630340343647,0.07833453264635495,1.3233286094273686,0.1857261215139504,-0.19058485924741003,-0.018667870172501322,-0.27015395692104605,-0.11198494831026856,0.9895,1.0,2897.0,2502.0,1.0,1.0,0.4198108409603475
RHOA,-0.1438088260725354,-0.22090819628904942,0.07709937021651403,1.3188779967951676,0.1872099032422917,-0.2262184001201646,-0.05363129429784763,-0.2952635669499215,-0.13772746567965471,0.999,1.0,2469.0,2620.0,1.0,1.0,0.4198108409603475
JUN,-0.3524766482649794,-0.2807292521823558,-0.0717473960826236,-1.3188348503118639,0.1872243304872403,-0.4212019400404619,-0.2727395360544102,-0.3556841746862194,-0.20583667371337538,1.0,1.0,1841.0,2325.0,1.0,1.0,0.4198108409603475
DCDC2B,-0.07090351168649323,-0.14958412714950242,0.0786806154630092,1.3171312047137977,0.18779464889187503,-0.16030400948878998,0.014394522908499408,-0.22406292772448477,-0.06806555440966816,0.9455,1.0,2536.0,2657.0,1.0,1.0,0.4198108409603475
ERBB2,-0.4427736561513056,-0.5044395452826901,0.06166588913138449,1.3150696366140167,0.18848650002301315,-0.5109212722286447,-0.3703934236098814,-0.5687020527798046,-0.44572217701805705,1.0,1.0,1927.0,1869.0,1.0,1.0,0.4198108409603475
ACTR3B,-0.21773428719788934,-0.14097288453646403,-0.07676140266142531,-1.3116113362779742,0.18965130611430658,-0.3032711246160215,-0.14267015542853606,-0.2212865812241369,-0.062050017466254825,1.0,1.0,2748.0,2155.0,1.0,1.0,0.4202825426955237
GRHL2,-0.6273358664080771,-0.5780023731952518,-0.04933349321282532,-1.2817782746020292,0.1999204374364435,-0.6810547760603081,-0.5730901370325954,-0.6342044579606654,-0.5260922463597966,1.0,1.0,1667.0,1924.0,1.0,1.0,0.4380377190473873
FOSL1,-0.4713420960283732,-0.40886231351084124,-0.062479782517531945,-1.2817225262155214,0.19993999994824008,-0.5349575212253923,-0.40611155036793956,-0.47561670963812164,-0.342669798314716,1.0,1.0,1965.0,2197.0,1.0,1.0,0.4380377190473873
RIC3,-0.10424689098804737,-0.1800708125277996,0.07582392153975223,1.2797214228041311,0.20064312754551528,-0.1908572790629704,-0.017835200119791894,-0.2555341043046319,-0.09976227846758912,0.9905,1.0,2067.0,2322.0,1.0,1.0,0.4380377190473873
UBE2J2,-0.08808628332193225,-0.16365790619562146,0.07557162287368921,1.269787173143544,0.2041604509557965,-0.17808024103323428,-0.002264738960255863,-0.24610705490136797,-0.08841623886362826,0.971,1.0,2202.0,2717.0,1.0,1.0,0.4435209796625924
BET1L,-0.2228498513984982,-0.294247797061599,0.07139794566310079,1.265319531398647,0.20575680785813844,-0.30735730665733785,-0.1490198937888605,-0.36275572177269483,-0.2133437099209176,1.0,1.0,1738.0,2069.0,1.0,1.0,0.4447978052227404
ZNF69,-0.19721685648029041,-0.12322071087941977,-0.07399614560087064,-1.2558580655240055,0.20916743474195598,-0.28541016844110695,-0.11402600404700225,-0.20659970793912663,-0.045808833352958656,1.0,0.9985,2235.0,2508.0,1.0,1.0,0.44879070940063026
PTMA,-0.31004424389591445,-0.23991882507643397,-0.07012541881948048,-1.2545581670606496,0.20963919758850302,-0.3960311304973269,-0.2411403745666434,-0.32338801072911266,-0.1701410226282421,1.0,1.0,2374.0,2407.0,1.0,1.0,0.44879070940063026
ZEB1,-0.44450615764400525,-0.3820027711130163,-0.06250338653098897,-1.2466865424754239,0.21251245517949024,-0.5210019864589,-0.37979281466564396,-0.44747161450771605,-0.3091660268733585,1.0,1.0,1981.0,2230.0,1.0,1.0,0.4525721330900297
SMAD7,-0.31409958387191717,-0.24474275762483375,-0.06935682624708342,-1.2441127796564126,0.21345805823747432,-0.398635647896553,-0.23716853362676765,-0.3216177668770453,-0.16968151240408424,1.0,1.0,1780.0,2272.0,1.0,1.0,0.4525721330900297
KDM4C,-0.2210249711794684,-0.14946433378276952,-0.07156063739669888,-1.2253802105535654,0.22043199957027804,-0.2965379700581123,-0.13972598674362935,-0.23280842890082226,-0.07351838235259894,1.0,0.9995,1784.0,2460.0,1.0,1.0,0.46512206607891204
ELMO2,-0.2632411088919013,-0.19374470746007985,-0.06949640143182143,-1.2125160766843628,0.22531489235362845,-0.3425677002150518,-0.18308077145655766,-0.2717940502461522,-0.11955393977510603,1.0,1.0,2529.0,2775.0,1.0,1.0,0.47316127394261975
ENSA,-0.20031309543326326,-0.1299953715230392,-0.07031772391022406,-1.1953426214653728,0.23195319378316848,-0.28082790720657247,-0.11232144510155656,-0.2063139641083857,-0.05397060833891376,1.0,0.9995,2073.0,2393.0,1.0,1.0,0.4847931680491815
TSPAN4,-0.24891950664204776,-0.18038684747814548,-0.06853265916390228,-1.187979930236207,0.2348413168116099,-0.3302748146464691,-0.16781771720430644,-0.2559154780178173,-0.1001028735565519,1.0,1.0,2277.0,2659.0,1.0,1.0,0.4885142486505659
BCL3,-0.21783275915999284,-0.14884872483577097,-0.06898403432422187,-1.1803574890155684,0.23785806213662497,-0.30334652426356845,-0.14278787343883526,-0.22659785426537576,-0.06800593002487276,1.0,1.0,2748.0,2700.0,1.0,1.0,0.4924666920293503
DNAH5,-0.1978767330081724,-0.12902524835153442,-0.06885148465663798,-1.1697205178616001,0.24211345841368026,-0.2892922120858308,-0.11950958965239566,-0.21238592974067294,-0.05413375064002596,1.0,0.9995,2320.0,2005.0,1.0,1.0,0.4966590319492011
MYH9,-0.07817624108128168,-0.14786215926499277,0.06968591818371109,1.1671536244919187,0.24314833534749447,-0.16819585518953323,0.006898780358476575,-0.22431167664139573,-0.06912817417921119,0.9615,0.9995,2756.0,2311.0,1.0,1.0,0.4966590319492011
FGFR1,-0.42299353806902273,-0.36334234523557296,-0.05965119283344977,-1.1668732336924343,0.24326156666899645,-0.4899320192924303,-0.3472282896255697,-0.43334920723792797,-0.29462183876074466,1.0,1.0,2002.0,2187.0,1.0,1.0,0.4966590319492011
ADAMTS1,-0.2322438111073022,-0.16469790189104153,-0.06754590921626066,-1.1626928596588535,0.24495413967255486,-0.3157576117279728,-0.14606448157125018,-0.23552104484770237,-0.08493210286139968,1.0,1.0,2158.0,2314.0,1.0,1.0,0.49711007920662204
ACTR1A,-0.2989301514070748,-0.2337124280513326,-0.06521772335574219,-1.1607662901547113,0.24573695525406714,-0.38086621758325445,-0.21551086050023022,-0.3102301199704487,-0.1575497202953693,1.0,1.0,2353.0,2238.0,1.0,1.0,0.49711007920662204
TFDP1,-0.15578578324878992,-0.2231552892689361,0.06736950602014619,1.1554449936797908,0.24790824573607595,-0.23974387511877993,-0.07466204323756243,-0.2954882982925881,-0.1466645486760862,1.0,1.0,2811.0,2195.0,1.0,1.0,0.4992124948383995
IRS2,-0.3544428004991227,-0.41323705794895127,0.05879425744982858,1.1402928478634053,0.25416431650805404,-0.4243484281973174,-0.27592910708753315,-0.47966444925594004,-0.3448947675154273,1.0,1.0,2224.0,2049.0,1.0,1.0,0.5076520718528028
DNAJC15,-0.18276526367371165,-0.2484877378319857,0.06572247415827404,1.1397232800109927,0.2544016051688649,-0.26560679312391056,-0.09915045334027722,-0.3327161701618062,-0.1781700473285388,1.0,1.0,2623.0,2535.0,1.0,1.0,0.5076520718528028
CDC25B,-0.25096743382276143,-0.18567307659800747,-0.06529435722475396,-1.1336851029301043,0.25692666066267256,-0.332808318995532,-0.17370806354305784,-0.2701709219337802,-0.11371335871523947,1.0,1.0,2186.0,2657.0,1.0,1.0,0.5103813394244981
DYRK1A,-0.26047789493985174,-0.19593847907270479,-0.06453941586714695,-1.1257955129224428,0.2602520838895144,-0.34376903911913126,-0.1856462863106873,-0.2786595857372976,-0.12039882932642665,1.0,1.0,2135.0,2247.0,1.0,1.0,0.5146689192613266
