gene,rho_immune_hot,rho_immune_cold,delta_rho,z_fisher,pvalue,hdi_low_a,hdi_high_a,hdi_low_b,hdi_high_b,prob_neg_a,prob_neg_b,ess_a,ess_b,rhat_a,rhat_b,fdr
GLIPR1,-0.18000740093759698,-0.16442054262345318,-0.015586858314143803,-0.26549496844656784,0.7906281854268161,-0.2618251255089165,-0.08887365687233872,-0.23590260338061975,-0.08176583094491846,1.0,1.0,2247.0,2072.0,1.0,1.0,0.8729954155546287
S100A10,-0.15955308059418374,-0.14395213786252986,-0.015600942731653883,-0.2639316635631942,0.7918325764667834,-0.2404447347997305,-0.071299111576765,-0.21703830872218366,-0.05937831770119534,0.9995,1.0,2277.0,2258.0,1.0,1.0,0.8729954155546287
AP1M1,-0.22475225559574086,-0.23822494058561938,0.013472684989878525,0.2352851305002273,0.8139874353551394,-0.31094593291279343,-0.14775429463894169,-0.3173893271164005,-0.162047824834042,1.0,1.0,2032.0,2133.0,1.0,1.0,0.8935032452187746
VASP,-0.19963141472042656,-0.1859624379604512,-0.01366897675997536,-0.23464284607860253,0.814485951423917,-0.2746905716123144,-0.11272423888581201,-0.26383449322815555,-0.11458270679296167,1.0,1.0,2507.0,2550.0,1.0,1.0,0.8935032452187746
TNS4,-0.2417666406154123,-0.25488746149345765,0.013120820878045336,0.23111312640480253,0.8172269177539504,-0.3201734940030066,-0.1545537470055205,-0.3288853075438223,-0.1755687039664593,1.0,1.0,2175.0,2202.0,1.0,1.0,0.8942855353089134
H2BC8,-0.22450069293518612,-0.23758469953809716,0.013084006602911036,0.22844726189601286,0.8192985509848523,-0.3018148410030013,-0.13838302984627265,-0.31141852938820597,-0.16482627552364087,1.0,1.0,2050.0,1972.0,1.0,1.0,0.8943333192681184
CDC37L1,-0.1513422340511632,-0.16391615915780644,0.012573925106643236,0.21311650282245928,0.8312360929256899,-0.2344417349675436,-0.06639847627643952,-0.24509962386838824,-0.09020038541879233,1.0,1.0,2573.0,2436.0,1.0,1.0,0.9051237456301956
AXL,-0.22492211460771638,-0.21319342109280356,-0.011728693514912819,-0.20362225809055665,0.8386486980966201,-0.30714543080575124,-0.14663619759349578,-0.2865482572454692,-0.13044832419651303,1.0,1.0,2440.0,2336.0,1.0,1.0,0.9096412125966801
GLIPR1L2,-0.19409705121492102,-0.1823465232115018,-0.01175052800341922,-0.201345044065369,0.8404287836070256,-0.2734497797019566,-0.10902572636549795,-0.2605097453085295,-0.09568079014118652,1.0,1.0,2042.0,2355.0,1.0,1.0,0.9096412125966801
PRKG1,-0.16354633605034358,-0.17529281195488508,0.011746475904541503,0.1998820584934059,0.8415728225384251,-0.24270893654095932,-0.07199815670556825,-0.2583530227689134,-0.10317989024130553,0.9995,1.0,2599.0,2207.0,1.0,1.0,0.9096412125966801
GAB2,-0.3000161996899343,-0.2894557844451322,-0.010560415244802113,-0.19114664461579722,0.848410704182956,-0.38806990580699136,-0.2264959867064778,-0.364010471736163,-0.2170469942542177,1.0,1.0,2697.0,1988.0,1.0,1.0,0.9147900257816226
RAPGEF2,-0.31794004053960945,-0.328070093967882,0.010130053428272556,0.18693189648101638,0.8517140302034598,-0.3949594437767266,-0.2390050973585105,-0.4036400265052311,-0.2573057840821695,1.0,1.0,2170.0,2176.0,1.0,1.0,0.9151199609369252
GABARAP,-0.22610891121394086,-0.21543470263281558,-0.010674208581125277,-0.18546172002758277,0.8528669023697875,-0.30989595772417555,-0.14987009086861253,-0.29321226384507426,-0.1300350957113921,1.0,1.0,1811.0,2594.0,1.0,1.0,0.9151199609369252
IGFBP5,-0.151950972909983,-0.14144724575754833,-0.010503727152434666,-0.17742251070347678,0.8591765268195762,-0.23447308655227972,-0.07289432904789295,-0.21724936217490814,-0.061428159491637935,1.0,1.0,2278.0,2325.0,1.0,1.0,0.919652544484061
BEND3,-0.14342968056049157,-0.1535055431985018,0.010075862638010219,0.17028599605619832,0.864785223945773,-0.2296573699875108,-0.060941990032650606,-0.22619984672733345,-0.07221926302013365,0.9995,1.0,2256.0,2081.0,1.0,1.0,0.923414730653961
TUBB,-0.27414236041429546,-0.28336627758600863,0.00922391717171317,0.16529588508144485,0.8687110975001406,-0.34926156766920835,-0.19158270572291697,-0.35926652258625064,-0.21377632045192918,1.0,1.0,1918.0,2078.0,1.0,1.0,0.9253661690762367
DENND4C,-0.20616366886634666,-0.1967506854119545,-0.009412983454392149,-0.16215756698017153,0.871181774117918,-0.29151491133925106,-0.12771532701825766,-0.27793618848091123,-0.12021292873515138,1.0,1.0,2728.0,2308.0,1.0,1.0,0.9257618370747033
DDX39B,-0.1566239301895156,-0.16570129679353487,0.009077366604019282,0.1540298754046483,0.8775861795064802,-0.23670685923223195,-0.07045728169736964,-0.24603154165865831,-0.08805574743691608,0.9995,1.0,2351.0,2752.0,1.0,1.0,0.9293626095670435
ZBTB7A,-0.16376302408734883,-0.17272926440035774,0.00896624031300891,0.1525095578006452,0.8787850525838031,-0.25397429846336067,-0.08006977539533477,-0.2541596774583889,-0.09584051710610991,1.0,1.0,2226.0,2542.0,1.0,1.0,0.9293626095670435
RPL7A,-0.12151009155104134,-0.11346676338515982,-0.00804332816588152,-0.13479921867820538,0.8927706236041908,-0.20850621502354905,-0.03370204189532705,-0.1908956130057397,-0.03546047255426643,0.9965,0.9975,2405.0,2042.0,1.0,1.0,0.9418943660513114
TWNK,-0.23004960124650897,-0.23756381316437214,0.007514211917863167,0.13137512766220055,0.8954785633635418,-0.3112306752722567,-0.14486855847907426,-0.31004253953320354,-0.15782388893980398,1.0,1.0,2264.0,2306.0,1.0,1.0,0.9421165994651626
TCF7L2,-0.2916284964539205,-0.2844637821321859,-0.0071647143217346,-0.12913111203609212,0.8972539042525357,-0.368358596263017,-0.2073126229936726,-0.36153334826637784,-0.2119749988332027,1.0,1.0,1977.0,2316.0,1.0,1.0,0.9421165994651626
SPINT2,-0.24347109939659517,-0.2497783176244279,0.006307218227832728,0.11099545808201566,0.9116199484033723,-0.33202006187449257,-0.1637956577324653,-0.3238063862866806,-0.1714175511001177,1.0,1.0,2009.0,2315.0,1.0,1.0,0.9549273093726537
MED31,-0.12484981620676905,-0.13106372053493054,0.00621390432816149,0.10441145084535994,0.9168428358911878,-0.2086949104329412,-0.04359450161308498,-0.20619143998443507,-0.0508659259981416,0.9975,1.0,2354.0,2240.0,1.0,1.0,0.9581224896398431
RAPGEFL1,-0.3037861175874603,-0.2983092250892083,-0.005476892498252006,-0.09954229364994541,0.9207077091526435,-0.3797558402211249,-0.22874661320154704,-0.37854364894674974,-0.22612007440811194,1.0,1.0,2233.0,1966.0,1.0,1.0,0.9598867606059476
MYO1C,-0.1527486084281251,-0.15839348948629006,0.005644881058164963,0.09561121790500018,0.9238293554211842,-0.23554708153485032,-0.06652141836376169,-0.23384594166039857,-0.07476478161200228,1.0,1.0,2292.0,2590.0,1.0,1.0,0.9608696833508071
ATP5F1B,-0.1932822810853653,-0.1985409834336527,0.005258702348287403,0.09038356143366026,0.9279824192983386,-0.2787416899466569,-0.11354378315022284,-0.2735970032062722,-0.11717832242309584,1.0,1.0,2263.0,2302.0,1.0,1.0,0.9623585277303021
VDAC1,-0.178140762482782,-0.1833097546342653,0.005168992151483309,0.08831634979551335,0.9296252444741693,-0.25860635342423044,-0.0953998818490458,-0.2599379210779167,-0.1038209892031356,1.0,1.0,2329.0,2169.0,1.0,1.0,0.9623585277303021
HNF1B,-0.7570884522771333,-0.755140330774422,-0.0019481215027112864,-0.07517814760820454,0.9400729708262836,-0.7924740804960324,-0.7189797403872402,-0.7903616217186293,-0.7189537318152419,1.0,1.0,1413.0,1297.0,1.0,1.0,0.9689692056673479
ELMO3,-0.2874146755144374,-0.28325963338133753,-0.004155042133099862,-0.0747602268609235,0.940405487586451,-0.3712087614619782,-0.21347816619937726,-0.35364594322893583,-0.20807962130706376,1.0,1.0,1934.0,1944.0,1.0,1.0,0.9689692056673479
H2BC10,-0.2829714770588254,-0.2791198736648144,-0.0038516033940110272,-0.0691176480782958,0.9448959734867175,-0.3640298636380581,-0.2064377080423116,-0.36069248487809746,-0.20993668279731054,1.0,1.0,2133.0,2228.0,1.0,1.0,0.9694435152843374
ERBB3,-0.21771602324695774,-0.22166959603112713,0.003953572784169385,0.06865732902510081,0.9452623845176079,-0.3003920379761506,-0.136157966734763,-0.2949275770658568,-0.14083382482156992,1.0,1.0,2396.0,2460.0,1.0,1.0,0.9694435152843374
FERMT1,-0.3598684507721046,-0.36279981219000546,0.0029313614179008463,0.05572422311971303,0.9555615022220407,-0.4315287404626252,-0.2844588172537233,-0.431892114259453,-0.2921744832244353,1.0,1.0,2271.0,2369.0,1.0,1.0,0.9777323027376332
JAM3,-0.1757579270196545,-0.17286162862877702,-0.0028962983908774886,-0.04936923068191145,0.9606250486084288,-0.26296524727536186,-0.09164541284063321,-0.2509686907204713,-0.09585753433365612,1.0,1.0,2354.0,2444.0,1.0,1.0,0.979075001327776
PDPR,-0.1567916899432096,-0.15956974417959216,0.0027780542363825544,0.04709321711221701,0.962438933301861,-0.24219823893299447,-0.07989662647147583,-0.23780753402139432,-0.07495757810041764,1.0,1.0,2257.0,2767.0,1.0,1.0,0.979075001327776
SMAD4,-0.1932702071392597,-0.19069002723765746,-0.0025801799016022253,-0.04427634275306642,0.9646841289253955,-0.26825513307426885,-0.10422897086084998,-0.2654875820238005,-0.1118665383974245,1.0,1.0,2544.0,2331.0,1.0,1.0,0.979075001327776
BCAR3,-0.2993964964259228,-0.2970298227266183,-0.002366673699304489,-0.04293386531791282,0.9657542530103913,-0.3844369614504605,-0.22251016287225317,-0.3675497438984113,-0.21905290867639282,1.0,1.0,2735.0,2114.0,1.0,1.0,0.979075001327776
FOXK2,-0.16664748957848355,-0.16459661064728817,-0.002050878931195377,-0.03485235651969072,0.9721974714997751,-0.2469411018747516,-0.08287846086549783,-0.24905646463394154,-0.09083612800299218,1.0,1.0,2740.0,2593.0,1.0,1.0,0.9833465250720201
HHAT,-0.1924937296518755,-0.19096844225610118,-0.0015252873957743163,-0.026171593200373277,0.9791204734609364,-0.28112378893003426,-0.11075018933996711,-0.2636546706471163,-0.10423300623070547,1.0,1.0,2177.0,2252.0,1.0,1.0,0.9865506437795816
DOCK10,-0.26279289191081534,-0.26136894890601337,-0.0014239430048019752,-0.02527023558324402,0.9798394149103327,-0.3446684953287322,-0.18505478978724965,-0.33210858729497034,-0.17713255047380466,1.0,1.0,2235.0,2000.0,1.0,1.0,0.9865506437795816
HNF4G,-0.26726126644998194,-0.2684758634052451,0.0012145969552631586,0.021626263885004077,0.9827460828780832,-0.3500522292203349,-0.1933946179099179,-0.34332906638058486,-0.1959433625452105,1.0,1.0,1935.0,2012.0,1.0,1.0,0.987223285989145
PDXDC1,-0.1642877989825118,-0.163493199180855,-0.0007945998016568034,-0.013495398711643689,0.9892325565652765,-0.24948260963388874,-0.08094657088128271,-0.24084433455325027,-0.08586557465561162,0.9995,1.0,2382.0,2607.0,1.0,1.0,0.9903988394391275
HERC4,-0.1983394026394747,-0.1976398592609781,-0.0006995433784965921,-0.012033560682402663,0.9903988394391275,-0.27726730269816896,-0.11202657625168788,-0.27553633740324623,-0.11880858911584596,1.0,1.0,1930.0,2133.0,1.0,1.0,0.9903988394391275
