gene,E1_edd_rho,E1_n_lineages,E2_delta_rho,E2_fdr,E3_best_rho,E3_n_progs,E4_prism_rho,E4_n_drugs,E4_best_drug,E5_cox_p,E5_n_cancers,E5_hr,composite_score,n_evidence
IGF2BP1,-0.7355742296918768,2.0,,,0.1695520398411283,4.0,-0.2156085803274304,10.0,KPT-9274,0.0003270633063205,1.0,1.2881326160284483,0.36223890680981524,6
DOCK10,-0.4314098978620072,2.0,,,-0.1420716611203393,3.0,-0.2407504259178659,60.0,azaguanine-8,3.8010748424449575e-05,1.0,0.7572068881391917,0.36208272285903065,6
FDFT1,-0.5178162222054343,2.0,,,0.3015949825583462,6.0,-0.1983049729152053,22.0,DpC,7.368145233771828e-05,1.0,0.7572383772401164,0.36004331546028734,6
BAMBI,-0.5957743097238896,1.0,,,,,-0.2510217749103968,158.0,RG7834,0.001383827641916,1.0,1.326128420570258,0.3599386755477853,5
CCND3,-0.7027074374900463,2.0,-0.2503361648668273,0.0009788423689469,-0.124740151158376,2.0,-0.1598393582957179,12.0,Ensartinib hydrochloride,,,,0.3592329144685812,5
ELMO1,,,-0.2294988268587553,0.0192774995779801,0.0922828417351185,1.0,,,,0.0014223954212579,3.0,1.1079033833880827,0.3587768965095666,4
SMAD7,-0.4847485835898872,1.0,,,,,-0.2401513310312381,89.0,MK-0429,0.0003422152205236,2.0,1.0241463235398682,0.35804635911073895,5
CCND1,-0.7233622679960274,6.0,-0.1788767974917033,0.0007469669879084,-0.1639918219064824,2.0,-0.3173837691410301,248.0,amiselimod,0.0004383943961363,2.0,1.010761366415706,0.35739439645070614,7
SLC17A8,-0.4569074906580437,1.0,,,,,0.1531774300917014,24.0,BFH772,,,,0.3567876534393814,3
RUNX1,-0.4919831660461278,1.0,,,,,-0.2567643992577118,8.0,PRLX-93936,1.0172375876422694e-05,1.0,1.4129260347325134,0.35398639719612746,5
NKX2-1,-0.4782460027943714,1.0,,,,,-0.197297081034238,36.0,amiselimod,8.08196978581031e-06,2.0,0.990126849136086,0.3516964003562297,5
LEF1,-0.4045533453824957,1.0,,,,,-0.1779515528955284,24.0,C188-9,,,,0.351110550227158,3
H2BC14,-0.4415437770179503,1.0,,,0.1085647619717363,2.0,-0.2197020797730438,44.0,API-1,,,,0.351105240639736,4
SCYL1,-0.339922643721411,1.0,,,-0.1210068875234568,2.0,-0.235839343346106,94.0,VLX1570,,,,0.3486560587779023,4
IGF1R,-0.4338606221591252,2.0,,,0.137541547377764,4.0,-0.1892884219836515,63.0,cinobufotalin,2.0913167383113522e-08,1.0,0.6967126762279583,0.34744510091807124,6
NFKB2,-0.4129956999522217,1.0,,,0.169627656945016,2.0,-0.2184248267390393,16.0,PRLX-93936,,,,0.34668600946799477,4
PITX2,-0.7200000390827527,1.0,,,,,-0.1688031075778854,30.0,MK-0429,0.0001101776300156,2.0,1.3020773223261888,0.34472016678773554,5
MRPL19,,,0.2366401198277875,0.0178969669205227,0.1377208786693164,5.0,,,,0.0016174531495172,1.0,0.8143690612779221,0.3409296106118956,4
SCARA5,-0.488621290215355,1.0,,,,,-0.1671608200149758,8.0,VLX1570,,,,0.3408650472168528,3
N4BP3,,,-0.2261421503184023,0.031137514757104,,,,,,0.0030602652566221,1.0,1.2204458394986224,0.3382851946940522,3
PTPRS,-0.3592735785497343,1.0,,,,,-0.1940062441383967,40.0,trabectedin,,,,0.33764543652503665,3
SMARCA4,-0.4962990550545187,1.0,,,0.1749863663864017,5.0,-0.297835843907586,130.0,visomitin,0.0001290823577623,1.0,1.2980120288771009,0.33683682740095955,6
FAM220A,-0.4432629517023528,1.0,,,,,-0.1586802771180276,37.0,MK-0429,,,,0.3349823321554771,3
CNIH3,-0.5192426015275843,1.0,,,-0.0902913558490116,1.0,-0.2265215424089985,56.0,MK-0429,,,,0.3336149594932345,4
LARP4B,-0.3231970489180287,1.0,,,,,-0.2329684339648899,27.0,DpC,,,,0.3331539872693023,3
BASP1,-0.5232399179767602,1.0,,,,,-0.1909805988308759,14.0,cinobufotalin,7.6162647535044e-07,2.0,1.3524701808515815,0.3330206063292334,5
SLC38A5,-0.3764771460423634,1.0,,,0.1395127697400524,4.0,-0.2667408099707011,141.0,CEP-40783,2.8789291124592247e-11,1.0,1.494320410630145,0.33249785564488665,6
IKZF3,-0.6612782494587567,1.0,-0.2704659593191417,0.0020823531039689,0.1164869860245713,3.0,-0.2320685332950094,29.0,PLX51107,1.0534066165387213e-07,4.0,0.7472219193658851,0.33239111538758126,7
MAFF,-0.5063248179686537,1.0,,,,,-0.2776825119759281,226.0,AZD-0364,0.0011967880060567,3.0,1.2360683098408092,0.3300593955586199,5
NBPF3,,,0.2209159773214505,0.0421963769166254,0.112195339797296,3.0,,,,0.0002100520764843,1.0,0.7868400602010596,0.3294842288648451,4
DLX2,,,-0.2189400952791196,0.0463108301585621,,,,,,0.0024791606212177,2.0,1.4691472905060965,0.3284724005134788,3
SLC25A37,-0.5805042016806723,1.0,,,-0.2179456539087425,3.0,-0.2295145489279966,37.0,ATR inhibitor 2,1.1412539719487956e-05,1.0,1.370205296788374,0.32834775899500546,6
CCNE1,-0.6447026657552973,2.0,,,-0.0870308332496919,2.0,-0.2319638201591967,6.0,S63845,4.688932092015521e-11,1.0,1.4486887655833796,0.3264919684153934,6
PGM3,,,0.2257971370584242,0.0112296964736539,0.3053855581633242,4.0,,,,0.0017854019794075,1.0,1.2704010666965069,0.32566190629011554,4
ATP5F1A,-0.3432304497555817,1.0,,,0.2233077793545847,5.0,-0.3165598660835718,146.0,soblidotin,2.8037344948504307e-05,2.0,0.9886265298124184,0.32368211936157726,6
RHD,-0.4452420393796529,3.0,,,,,-0.1500615319818175,5.0,banoxantrone,,,,0.322509572647468,3
FOXA2,-0.4175664521765398,1.0,,,,,-0.198880871098691,109.0,VLX1570,2.9970626414941e-06,3.0,1.3136997733783342,0.3186194149296364,5
SOX5,-0.5373454393405588,1.0,,,,,-0.1505777336398229,23.0,LDN193189,,,,0.31817756491547755,3
SPHK2,-0.4917780967490116,1.0,,,0.1106510375103043,3.0,-0.2304103305989925,54.0,DpC,,,,0.3176808106893537,4
RBM47,-0.3286915444062016,1.0,,,0.0968767775295441,1.0,-0.4098875141406736,166.0,Theliatinib,1.4157034037823027e-11,2.0,0.7321883018902515,0.3165317980161124,6
S1PR3,-0.3895399674997851,1.0,,,,,-0.1987995920713417,57.0,cinobufotalin,,,,0.31603957104689673,3
ZEB1,-0.5216006096058757,1.0,,,-0.159513261215458,2.0,-0.2795143176225234,71.0,banoxantrone,8.384315462858941e-05,3.0,0.9432191876900548,0.31500584311118224,6
ARHGEF12,-0.4777945265932382,1.0,,,-0.2078338157113169,3.0,-0.2148184594028148,108.0,MK-0429,9.950593104981825e-08,1.0,0.7266025745272925,0.3144671636645695,6
CD79A,-0.4137252794364193,1.0,,,,,-0.2362495476143302,53.0,A-485,4.327114493192675e-06,3.0,0.7717734522705513,0.3138554581532691,5
FERMT2,-0.6980901451489686,3.0,-0.1885510855891865,0.0004163522046928,-0.532889934762542,6.0,-0.3589846859088513,92.0,MK-0429,0.0002079432241444,3.0,1.106260710858301,0.31377426412601356,7
RHOG,-0.3251672317645424,1.0,,,-0.1481821598147817,5.0,-0.3681416616325865,32.0,PRLX-93936,,,,0.3093303686854385,4
JUN,-0.5357037907728475,1.0,,,-0.3876255703564928,5.0,-0.3324849881219518,262.0,amiselimod,0.0014207423429326,2.0,1.25212639880611,0.3077482783598659,6
ITGAV,-0.7478114732254156,4.0,-0.1954048963719917,0.0108211250117995,-0.474897795292839,6.0,-0.4364194500832763,304.0,MK-0429,0.0003087895958705,1.0,0.7911945849175352,0.30763636905112907,7
TMEM259,-0.5243736887572505,1.0,,,,,-0.1847243564443725,11.0,LMK-235,,,,0.30697295034535405,3
NARF,-0.6431958274063536,1.0,,,0.1243699439109953,2.0,-0.2698380038000915,133.0,CEP-40783,1.6779439070225368e-05,1.0,1.4127848247416732,0.30603529516176037,6
CHD7,-0.3372430660692787,1.0,,,,,-0.2525092155449113,30.0,DpC,,,,0.3055706036616146,3
CDKN2B,-0.4922926044142873,1.0,,,,,0.1501502448737527,84.0,glesatinib,,,,0.3050362590955541,3
FOXF1,-0.4212695532189785,1.0,,,,,-0.1850748736764964,76.0,MK-0429,,,,0.30443850728259936,3
SNAI2,-0.7195181753060423,5.0,,,-0.1143084068263144,2.0,-0.2540745955479558,166.0,cinobufotalin,0.0004068109698975,1.0,1.28394180213158,0.3032267029668025,6
MLKL,-0.4436012390747356,1.0,,,,,-0.2765655406357953,36.0,PRLX-93936,6.16822049467493e-07,1.0,0.7122925629652566,0.30298255172102456,5
BCAR3,-0.32473192131564,1.0,,,-0.1864571394457373,2.0,-0.3188435549085076,306.0,PF-06952229,5.5373327948243965e-06,2.0,1.019332943293762,0.3027215483064724,6
FABP1,,,-0.2356563799761646,0.0185180927300039,,,,,,0.0019209030273039,1.0,0.8111420406635648,0.30221758664955073,3
CDH2,-0.6807676211905702,2.0,,,-0.3269447313371516,5.0,-0.3306506155947967,119.0,MK-0429,0.0034553363117118,1.0,1.2466291166420211,0.30208996390506565,6
IRS1,-0.3268928779888207,1.0,,,,,-0.2173041885358052,128.0,MK-0429,,,,0.30177170928700703,3
TOX3,-0.6442047541186842,1.0,,,,,-0.1980141574663548,53.0,VLX1570,4.808955310958944e-06,1.0,0.7438939368297561,0.30153711273357053,5
CLTB,-0.514559125085441,1.0,,,,,-0.3619513682287351,269.0,VLX1570,0.0004694705757938,1.0,1.289790425512885,0.2994009656780061,5
PSMD11,,,-0.2367363832705298,0.0174784413074338,,,,,,0.0020441298973008,1.0,1.2311556484125583,0.29910676080445014,3
SPINT2,-0.3464807625336962,1.0,,,0.1857601493427071,2.0,-0.4478564478804892,130.0,Theliatinib,7.114585679519727e-07,1.0,0.7236931230762489,0.29793643013095955,6
PHLDB2,-0.4120243141968159,1.0,,,-0.151106465305306,4.0,-0.2671924279278238,265.0,ziritaxestat,1.9263923109889785e-06,2.0,1.019298429159421,0.297274501565687,6
KAT6B,-0.6185468020655026,2.0,,,0.1130754706628172,4.0,-0.2443379848358898,74.0,KPT-9274,1.4310421038001042e-05,1.0,0.7664543757621202,0.29650843326643767,6
CD79B,-0.5394824361531287,1.0,,,,,-0.2567031096219875,111.0,ON123300,0.0001421485467084,2.0,0.7979032358050078,0.2956926164415607,5
RAF1,-0.3214391662689763,1.0,,,,,-0.2623265964342064,68.0,eribulin,,,,0.2947926028982652,3
NFIB,-0.5478162742581234,1.0,,,,,-0.193548947558025,114.0,MK-0429,1.265873111804891e-06,1.0,0.7556148763163985,0.29339061531705674,5
PPOX,,,-0.2368827535066872,0.0185180927300039,,,,,,0.001862931180031,1.0,1.2608040109392455,0.2926497646555413,3
CFLAR,-0.6049370918936137,3.0,,,-0.2552255031524177,5.0,-0.237658881065136,22.0,PRLX-93936,0.0001550383132858,2.0,1.0098765657485411,0.29018238048041767,6
ZNFX1,-0.3263140414427512,1.0,,,-0.1703323464717038,5.0,-0.2742614074152193,181.0,PRLX-93936,,,,0.28973018061831296,4
FADD,-0.5331041776837651,2.0,,,-0.1053560428117286,2.0,-0.3383102895917239,242.0,VLX1570,0.0001205818818096,1.0,1.3116924368962086,0.2890021643622544,6
MYC,-0.848844107921373,4.0,,,0.1785583445334163,1.0,-0.2961422180936748,99.0,ABBV-744,0.0017069406195707,1.0,1.279591747464908,0.28859893069526354,6
MEN1,-0.4272311747827062,1.0,,,,,-0.217243166177093,44.0,eribulin,,,,0.28717573041454797,3
DKK1,-0.3435330991352153,1.0,,,-0.1331225789739095,3.0,-0.3142638839245541,264.0,amiselimod,7.062441576189329e-08,3.0,1.36419991947334,0.2862117068451098,6
PARD6B,-0.7175228139123543,1.0,,,-0.1385960375492933,3.0,-0.315160102132765,152.0,Theliatinib,0.0001283048035363,1.0,0.7796169538531967,0.28451501151180114,6
ZNF8,-0.3492167398321409,1.0,,,,,-0.2632263551551738,53.0,S63845,,,,0.28356705778062324,3
E2F3,-0.4717393933097768,2.0,,,-0.0855297496787703,1.0,-0.2576984191831595,71.0,JD-5037,,,,0.2824777074278819,4
IRF4,-0.7052007933401068,2.0,-0.3389191893314723,9.342577577620393e-06,-0.14825786634287,1.0,-0.245769944401724,61.0,DpC,0.0001418055833009,2.0,0.7981363317139537,0.2811131514254912,7
TXNDC5,-0.3920050963529224,1.0,,,,,-0.255455031272863,44.0,MK-0429,,,,0.28106462614348504,3
TFAP2A,-0.5771627792175739,1.0,,,,,-0.2802898461384442,259.0,amiselimod,0.0006067197093131,3.0,1.2644607424801295,0.2759711671447861,5
JUNB,-0.3970855231724797,1.0,,,-0.1839237607898346,4.0,-0.2698920246456783,96.0,Theliatinib,,,,0.27518491215326085,4
DUSP4,-0.6051462421325435,1.0,,,0.090435766990294,1.0,-0.2181493535774251,200.0,AZD-0364,,,,0.27500857998547173,4
EZR,-0.6272727272727272,1.0,,,-0.1286616169655307,2.0,-0.2324768770794368,73.0,Theliatinib,1.3224402627141756e-07,2.0,0.9684170504662571,0.27313559095964507,6
FAM120A,-0.4314338780616786,1.0,,,,,-0.303204083231306,77.0,VLX1570,1.7616542783427253e-07,1.0,0.725680039215941,0.27170554208066056,5
NEDD9,-0.5293643883639609,3.0,,,,,-0.1792580918554744,83.0,VLX1570,1.6733112292076843e-06,1.0,0.7374168601412732,0.27150506026766474,5
HSF4,-0.5678711423087913,1.0,,,,,-0.1769133401062786,39.0,VLX1570,,,,0.27133623077775454,3
NCKAP1L,,,-0.2156772367396826,0.0438436315907669,-0.1535944254098079,4.0,,,,1.3292812899722612e-05,1.0,0.761544638398297,0.26902152484870717,4
PPM1D,-0.5398742721951416,1.0,,,,,-0.2777533131395126,68.0,milademetan,5.683333881892308e-06,1.0,0.7638221674535789,0.2681859268744126,5
DOCK5,-0.337423639292527,1.0,,,-0.1351714662542756,4.0,-0.3253108240931531,268.0,amiselimod,,,,0.2679549469964665,4
CEP164,-0.9636363636363636,1.0,,,,,-0.1565774673796645,15.0,trabectedin,,,,0.26514355893180336,3
TCF4,-0.4688902249210001,1.0,,,,,-0.3066829870821526,135.0,firsocostat,1.7523473381584547e-05,2.0,1.0766899801100136,0.2639953542392567,5
LIF,-0.5272624896992099,1.0,,,-0.1010906068176009,1.0,-0.3577456155094787,298.0,MK-0429,4.758464856911532e-06,2.0,1.0677979795046268,0.2622928234898199,6
BCL2L1,-0.799595141700405,3.0,,,-0.1244355097347542,1.0,-0.2434350302072629,205.0,Theliatinib,0.0002913742291343,2.0,1.0133902395623366,0.2618953739385955,6
KRTAP20-2,-0.3319707080639535,1.0,,,-0.1145757225886746,4.0,,,,,,,0.2615418118466899,3
TCF7L2,-0.55866132809549,1.0,,,-0.1309716765656872,1.0,-0.2810734391439689,140.0,amiselimod,9.674914831460944e-09,1.0,0.6809363659067219,0.25721361316654556,6
BMPR1B,-0.522787140803358,1.0,,,,,-0.1872133650376398,107.0,MK-0429,,,,0.25448467760800775,3
NAMPT,,,0.2709219224821674,0.0016983365491031,0.354172978524814,4.0,,,,0.0021428313494841,1.0,1.2778821622704573,0.24908811663304603,4
TNS3,-0.5377671068427371,2.0,,,-0.1787363881164824,4.0,-0.296398223212232,254.0,cinobufotalin,9.711344933783252e-05,1.0,0.785100175773407,0.24793445506703932,6
LUC7L,-0.4915828307764293,1.0,,,,,-0.2739236634570892,103.0,KPT-9274,2.169198558521034e-06,2.0,1.0985650961874471,0.24577079819258568,5
C1GALT1C1,,,0.2427555514373075,0.0118698752058664,0.1454368815735282,1.0,,,,0.0002713234806934,2.0,0.778860609968173,0.2457340378384987,4
FOXA1,-0.6969842497471724,2.0,0.2522437574141403,0.0051872292861921,0.0848805389260325,1.0,-0.4090383814998238,174.0,Theliatinib,1.805472403141311e-07,2.0,1.1163345167507726,0.24529184964695633,7
ZFPM1,-0.6366396761133604,1.0,,,,,-0.2094613285919043,17.0,guanidinoethyldisulfide-bicarbonate,,,,0.24506346880732816,3
SH3GL1,,,0.2884129270217567,0.0008281717918982,0.203567315569204,4.0,,,,0.001453047505629,1.0,1.275683500907519,0.24384302983067427,4
DCUN1D4,-0.5504441776710683,1.0,,,,,-0.2227716652537706,29.0,MK-0429,,,,0.2417718324078748,3
GFPT1,,,0.287643610947255,0.0008857622396571,0.3032688426269282,3.0,,,,0.0018176956601765,1.0,0.805322247102378,0.24165818509688855,4
SLC66A2,-0.6754068135086676,1.0,,,,,-0.1970814778684551,25.0,DpC,,,,0.23969724578618834,3
SYK,-0.4570796036968848,1.0,,,,,-0.2939463182615752,27.0,PF-06747775,,,,0.2391271961684786,3
PPP2CA,,,0.2205446412102872,0.0431197908824205,0.1437119155743977,1.0,,,,1.6893285729910308e-06,1.0,0.7206402334253351,0.23778898465676385,4
CD19,-0.6132477789690793,1.0,-0.3194352806961448,0.0001271132192664,,,-0.2739248552111918,63.0,GSK3117391,7.284362460507162e-06,3.0,0.7911177259283714,0.23750094176663758,6
MAGEH1,,,-0.233175808386221,0.0192774995779801,0.0953506015279806,1.0,,,,4.574747474362847e-06,2.0,1.0151325250882597,0.23749293202518493,4
SOX10,-0.4676839590292348,1.0,,,,,-0.2552555965656459,65.0,TAK-243,,,,0.2363298900530651,3
CDX2,-0.5549759640563792,1.0,,,,,-0.2236651436178193,31.0,MRTX1133,,,,0.23614767116878643,3
FN3KRP,,,0.2429110447357129,0.0136999187760095,,,,,,0.0003959425068154,1.0,0.8002662353239093,0.23530273855370132,3
TBX2,-0.4495900406622129,1.0,,,,,-0.2642719968690566,70.0,cinobufotalin,,,,0.2337899065512614,3
IRS2,-0.7603838509257628,4.0,,,0.124773461673038,4.0,-0.1551946621726098,89.0,NVP-TNKS656,,,,0.23055205858090888,4
AP2M1,,,0.2305682835090281,0.009998056407479,0.2818337276463644,4.0,,,,5.915732203311617e-05,1.0,1.350269829529267,0.22691702579619782,4
TRIO,-0.3790812369915624,1.0,,,-0.3095365758929954,6.0,-0.314325791823528,201.0,MK-0429,,,,0.2264970728013691,4
CORO1A,,,-0.2393736653915444,0.0153926085422029,0.1033943441267866,2.0,,,,7.329183557104853e-06,2.0,0.7784659745959953,0.22600838987713184,4
TUFM,,,-0.2677012681310608,0.0030685092886606,0.1721142846289314,5.0,,,,0.000279625726669,1.0,1.2661105717163852,0.22521769362430466,4
ZSCAN1,,,0.2569629442906104,0.0067163905184017,,,,,,0.0006326322315255,1.0,1.2536946931752084,0.22457958921694482,3
ELOVL1,-0.4073856401214614,1.0,,,-0.1764671059517242,5.0,-0.3291655532282442,248.0,amiselimod,,,,0.2230908185690893,4
CCNB1IP1,-0.9636363636363636,1.0,,,,,-0.2861751470389109,132.0,visomitin,4.390966157800547e-05,1.0,0.7506396327370295,0.22000760271358394,5
ARF4,-0.3962255136168179,1.0,,,-0.2274893354487045,6.0,-0.3410066969341743,185.0,MK-0429,,,,0.2190474138461728,4
SH3RF1,,,0.2423508085993682,0.0139496813192216,0.1068718187787816,1.0,,,,9.743651269304262e-07,1.0,0.7348648905558574,0.218131915153738,4
GLI1,-0.5996244938856867,1.0,,,-0.1852010334719074,2.0,-0.248970318071202,66.0,mivobulin,,,,0.2174029422809372,4
TMEM147,,,0.220095651351252,0.0438436315907669,0.1004632513394493,2.0,,,,,,,0.21343515037593985,2
PEDS1,,,0.2255891182195357,0.0178896399122409,0.1884950722615502,1.0,,,,4.363253687105416e-06,1.0,1.3915532554475876,0.21254500580720093,4
ME2,-0.3744308728121654,1.0,,,,,-0.3501501732917902,189.0,soblidotin,,,,0.20908262641435096,3
GRHL2,-0.5512447619549753,3.0,,,0.1772349915608593,2.0,-0.4753904673211461,173.0,PF-06747775,0.0001532076560642,2.0,1.0570454623550256,0.20605590508201901,6
CIRBP,-0.5187286397812714,2.0,,,,,-0.2772499316957116,175.0,visomitin,4.410639566961767e-06,1.0,0.7325650280171037,0.20538771787263554,5
ZNF217,-0.6674571805006587,3.0,0.2176647483522948,0.0115269854906339,0.1493679694246497,1.0,,,,,,,0.20507312488538418,4
PTPN12,,,0.2206337983106648,0.0319004395839639,0.1095674844736337,1.0,,,,,,,0.2000093984962406,2
ITGB5,-0.341560150133495,1.0,,,-0.3396768059163624,3.0,-0.4248467954079245,421.0,VLX1570,,,,0.1992944404772165,4
FAM83H,-0.3532953054129155,1.0,,,,,-0.4369564230492929,238.0,Theliatinib,,,,0.1991221482129006,3
SPDEF,-0.775872836503902,1.0,,,,,-0.2824265162652503,160.0,PF-06747775,6.816829002475046e-06,1.0,1.3595959488236848,0.19693772751710356,5
GSTT2B,-0.5556318310654538,1.0,,,,,-0.215477586532192,221.0,MK-0429,,,,0.19516565912756553,3
WIPF1,,,-0.24892502131838,0.0093468720315853,,,,,,0.0001317233147514,1.0,0.7869502132519417,0.1949347454000856,3
EXT1,,,-0.3037260320774566,0.0001271132192664,-0.2026399508410131,3.0,,,,0.000819729095379,2.0,1.0478094793698989,0.19457935998532916,4
PLEKHA1,,,0.3042062981767083,0.0003341397385125,-0.1239514565377997,1.0,,,,6.652353154588314e-05,1.0,0.7751268412493039,0.19275360657741916,4
BCL2,-0.5549711537357006,2.0,,,0.121025434102627,3.0,-0.3194739169822758,188.0,visomitin,2.6248816532532567e-10,1.0,0.6798943510179791,0.19272392864324905,6
PTK2,,,-0.2605675293023567,0.0033350877171627,-0.4398537656781192,6.0,,,,0.0002012100556495,1.0,0.781482904290887,0.1910536631212177,4
PIM2,-0.4933428889950629,1.0,,,,,-0.333734715074051,160.0,banoxantrone,1.3243724275926142e-07,2.0,0.9652184726794412,0.1907772209978536,5
MYB,-0.6855550246854595,1.0,-0.3472866463010358,1.2334654858800613e-06,0.0948041481239625,1.0,-0.3718824192830302,205.0,API-1,,,,0.19068009253829224,5
DOCK2,,,-0.2806298748282254,0.0008013755482389,0.095824979026448,2.0,,,,4.390874414192618e-06,1.0,0.7415801079641584,0.1905948560425454,4
MMGT1,,,0.2532147989276009,0.0067163905184017,0.1003780300764348,1.0,,,,1.0462314486287798e-08,1.0,0.7041276221827089,0.1885681429182713,4
DYNC1LI2,,,-0.3117293652053004,0.0001271132192664,-0.2059058925468792,5.0,,,,0.0003175947005988,1.0,0.8030633980688198,0.18596972614462987,4
ERBB2,-0.684033613445378,1.0,,,,,-0.391922587360112,289.0,Theliatinib,2.43269199834822e-05,1.0,0.7449071162523548,0.18366981240483785,5
WAS,,,-0.3139023846656147,0.0001271132192664,0.1005645063616018,1.0,,,,8.265166930784249e-06,1.0,0.7448342102135722,0.1833962956170915,4
HDLBP,-0.4272809394760614,1.0,,,,,-0.3412551013131054,207.0,MK-0429,,,,0.18205944275495253,3
PDXK,,,0.219178553999042,0.0392182901272443,0.1396795279890235,1.0,,,,,,,0.18197838345864661,2
FLI1,,,-0.2655929712711671,0.00354428965336,0.1888512935639829,3.0,,,,0.0001367658928707,2.0,0.7924296430195878,0.17723229567821996,4
FOXF2,,,-0.2410046234102471,0.0115269854906339,-0.0961070050697798,1.0,,,,,,,0.174375,2
ROCK2,,,0.3058222181899886,0.0003341397385125,0.2460732671074398,4.0,,,,0.0002297886927861,1.0,0.7966090792138969,0.17406144935509504,4
SMIM17,,,0.2420996232268656,0.0139496813192216,0.0942920246704915,2.0,,,,,,,0.17389567669172934,2
ARID1A,,,-0.2432115966059472,0.0115869742850916,0.0903431682307436,1.0,,,,,,,0.17091165413533835,2
SOX9,-0.613036854281102,4.0,,,-0.1308048557197757,2.0,-0.2277067558000589,232.0,RG7834,,,,0.16901409426133635,4
CDK8,,,0.2294055866747764,0.0254681308299517,0.126996851338133,1.0,,,,,,,0.16790883458646616,2
PSMB5,,,-0.2704598869177187,0.0016454746853493,0.3923218968604165,6.0,,,,0.0002164501943542,2.0,1.2750816853309477,0.16346877101289808,4
PAX8,-0.806336403678968,1.0,,,,,-0.2167689707220002,134.0,VLX1570,,,,0.16291661023626897,3
CRK,,,-0.2502342389319412,0.0028497874548643,-0.2466620360431036,5.0,,,,5.7989378378316445e-06,1.0,0.7532696844845954,0.16077377131854023,4
HNF1B,-0.7615357107103352,5.0,,,,,-0.2385835658038303,73.0,VLX1570,8.32354309315427e-06,3.0,0.9422376499988432,0.16003193960511033,5
FPGT,,,-0.2339884400916791,0.0197211977205099,,,,,,1.7082631757103836e-07,1.0,0.7127780873719322,0.1525770218228498,3
KRT4,,,0.2538328485739712,0.0079594863553505,,,,,,7.508610427600751e-05,2.0,1.2724101096156468,0.14938382541720152,3
CNN3,,,-0.2262026377283396,0.0205951492948677,,,,,,2.846778559549284e-07,2.0,1.0525903071983578,0.14778348309798886,3
GALE,,,0.2535986386559802,0.0080794783994228,0.0977039066714674,3.0,,,,,,,0.14664003759398497,2
DOCK7,,,-0.2169555879419893,0.0108795562902685,-0.3260969630897678,5.0,,,,,,,0.1443045112781955,2
LPAR1,-0.5708262007654222,2.0,,,-0.2058583188722478,3.0,-0.2590755153834613,165.0,MK-0429,,,,0.14208336667856836,4
PIK3CD,-0.6100064501423706,2.0,-0.2705911714609785,0.0007221791426711,,,-0.3123637529992276,109.0,PD-161570,,,,0.14040501581455145,4
FOSL1,-0.6111989459815547,2.0,,,-0.2884575570209837,5.0,-0.3255558797019901,296.0,PRLX-93936,1.6149063451481486e-05,3.0,1.3090348150208488,0.13870299347869802,6
ALDH3A1,-0.5286095209374936,1.0,,,,,-0.3828493966157967,202.0,Theliatinib,,,,0.13843648810036813,3
NAV2,-0.4624830309761817,2.0,,,,,-0.3055690671529157,270.0,amiselimod,,,,0.12955454870045924,3
WWTR1,-0.5882249250837299,3.0,,,-0.3761420722334352,5.0,-0.3703553587056408,312.0,MK-0429,1.7468395381656407e-05,2.0,1.0558974228713622,0.128468609821762,6
JAML,,,-0.2410618387079404,0.0143429128777223,,,,,,1.7226237024705654e-06,2.0,0.7816626450695427,0.12825845100556268,3
ZFP36L1,-0.5316473000683527,3.0,,,-0.3073222538418246,5.0,-0.2874917150372866,136.0,MK-0429,,,,0.12737134638824935,4
EPHA2,,,0.2308513209016069,0.0051872292861921,0.2063594520914854,5.0,,,,,,,0.125671992481203,2
AP1M1,-0.7112044817927171,2.0,,,-0.1813951126741348,5.0,-0.2972405143773821,62.0,pitavastatin,,,,0.12475779816796148,4
MITF,-0.7320030544696219,2.0,,,,,-0.2955342250437077,219.0,amiselimod,2.2338687695776333e-07,1.0,0.69616988176914,0.11640600952955515,5
NCKAP1,,,-0.5321429358783815,3.5590306148902344e-17,-0.3118823515188057,6.0,,,,3.913790665485253e-05,1.0,0.7792384582376768,0.1106526988202213,4
CDS2,,,0.2705885669725112,0.0030685092886606,-0.1882952181159981,2.0,,,,5.098500569171814e-09,1.0,0.6763678955269282,0.10635472064307108,4
DIP2C,,,0.2670470067845499,0.0033350877171627,0.1486494102044745,4.0,,,,9.961653053988612e-11,2.0,1.0101686834258756,0.10497245400085581,4
IKZF1,,,-0.4660801215318676,3.763679653204218e-12,0.1650152818804607,2.0,,,,1.249111921665888e-05,2.0,0.7914927585576972,0.10464598997493736,4
LRRC3C,-0.579822790320617,1.0,,,,,,,,,,,0.09825783972125438,2
WASL,,,-0.3306069245376342,6.479822923125161e-05,-0.1655909412283408,1.0,,,,7.433373060493905e-08,1.0,0.7173499881407688,0.0912609649122807,4
TAF13,,,0.2551729035404385,0.0064623812338068,0.1730446003557366,3.0,,,,,,,0.09080357142857143,2
EXT2,,,-0.2459940323557886,0.0086482515692245,-0.214173678537455,3.0,,,,,,,0.0907283834586466,2
MDM2,-0.6763235838578305,4.0,,,,,-0.4588864956469118,24.0,milademetan,,,,0.08997734576033292,3
PPCDC,,,-0.2423649430534012,0.0084471528117347,0.3190150224787401,4.0,,,,,,,0.08948778195488721,2
