gene,drug_id,name,rho,pvalue,fdr,n_lines
BCAR3,BRD-K00003354-001-01-9,cinobufotalin,-0.2712049762187744,3.491335082152705e-16,3.581007858580395e-15,873
DKK1,BRD-K00003291-001-01-9,BEBT-908,-0.2711884537945863,2.8886891388394444e-16,3.0207804274253016e-15,878
LIF,BRD-K00091071-001-01-9,PF-06952229,-0.2709957648380137,6.585437183440782e-16,6.418466966279314e-15,858
SMARCA4,BRD-K00005331-001-01-9,BAY-8002,-0.2709533232159534,3.070703645830348e-16,3.1925482922752177e-15,878
KLF5,BRD-K00003413-001-01-9,zanubrutinib,-0.2709303572686,3.748093194767842e-16,3.8286903036763106e-15,873
TCF3,BRD-K00091286-001-01-9,Batabulin,-0.2709282805749599,6.69924751292192e-16,6.507681333001294e-15,858
GPC1,BRD-K00091272-001-01-9,CCR1 antagonist 9,-0.2709119950856255,6.727001004922642e-16,6.531926360076943e-15,858
MAFK,BRD-K00003404-001-01-9,CYC065,-0.2708934550767993,3.7839815180347756e-16,3.861974499541868e-15,873
ATP5F1A,BRD-K00003114-001-01-9,C188-9,-0.270882520339632,3.1276900030078313e-16,3.2474620502131957e-15,878
GRHL2,BRD-K00003343-001-01-9,VLX1570,-0.2708368658573307,3.164985925257583e-16,3.281812379996461e-15,878
CCNB1IP1,BRD-K00004614-001-01-9,GSK3117391,-0.2708164341123328,3.859979075397105e-16,3.930955596957784e-15,873
TXLNG,BRD-K00003375-004-01-9,visomitin,-0.2707759270446065,3.215450480722043e-16,3.3283511650629025e-15,878
MYB,BRD-K00003267-003-01-9,ombrabulin,-0.2707560632100263,3.232070551199125e-16,3.3439554193282854e-15,878
RBM47,BRD-K00003343-001-01-9,VLX1570,-0.2706923274842991,3.285971004456848e-16,3.392213529865965e-15,878
TFAP2A,BRD-K00003343-001-01-9,VLX1570,-0.2706066348130854,3.3598363025321116e-16,3.460823889941847e-15,878
BCL2,BRD-K00003222-001-01-9,tradipitant,-0.2704971079056485,3.456628621660672e-16,3.554259751229794e-15,878
ARHGAP45,BRD-K00003099-001-01-9,PLX51107,-0.2703176404852748,3.6211927276850043e-16,3.707162349165743e-15,878
LUC7L,BRD-K00003173-001-01-9,SJG-136,-0.2701182819049672,3.8130417089468565e-16,3.886542120432008e-15,878
NAV2,BRD-K00003354-001-01-9,cinobufotalin,-0.2701056958910411,4.636020878611246e-16,4.648351779275077e-15,873
ME2,BRD-K00003102-001-01-9,INCB-057643,-0.2700306099831675,3.900544654275503e-16,3.965355792071643e-15,878
LIF,BRD-K00003273-003-01-9,cbl0137,-0.2700170144068705,3.914289805459371e-16,3.977599188399845e-15,878
TNS3,BRD-K00076647-001-02-9,MK-0429,-0.2699949660040913,8.486470908159414e-16,8.085845824113405e-15,858
PXN,BRD-K00003518-004-01-9,methylbenactyzium-bromide,-0.2699788950482077,4.789770929822591e-16,4.7860849154259776e-15,873
TCF3,BRD-K00003111-001-01-9,BOS-172722,-0.2699484506830995,3.984337307060065e-16,4.041750500894438e-15,878
FAM120A,BRD-K00003223-003-01-9,amiselimod,-0.2699405973601701,4.837186627469468e-16,4.825212371200018e-15,873
JUNB,BRD-K00091285-001-01-9,Theliatinib,-0.2698920246456783,8.710242174057701e-16,8.268715682050226e-15,858
NARF,BRD-K00003396-001-01-9,CEP-40783,-0.2698380038000915,4.0997761432794114e-16,4.151645061556603e-15,878
BCL2,BRD-K00003454-001-01-9,seclidemstat,-0.2697931244182873,4.1476185924540575e-16,4.1964563525037335e-15,878
MYB,BRD-K00004593-001-01-9,BW-348U87,-0.2697807998371904,5.0400619644985e-16,5.012609712096125e-15,873
MYC,BRD-K00003362-066-01-9,mitoquinone,-0.2697010057672401,4.2475464484285447e-16,4.290132048084354e-15,878
VCL,BRD-K00003343-001-01-9,VLX1570,-0.2696804703400811,4.270143540216137e-16,4.30923120992796e-15,878
ZEB1,BRD-K00003396-001-01-9,CEP-40783,-0.2696338259260102,4.321911186967089e-16,4.353952942318741e-15,878
PIM2,BRD-K18530250-001-02-9,Mps-BAY-2a,-0.2695738045683741,4.738674178140185e-16,4.741108428574161e-15,876
PPM1D,BRD-K91876515-001-03-9,S63845,-0.2695124508881714,4.459528788930963e-16,4.479076358181971e-15,878
EGFR,BRD-K00069020-001-02-9,Mobocertinib,-0.269244716745505,1.0256382996118309e-15,9.630863133197152e-15,858
ITGAV,BRD-K00003273-003-01-9,cbl0137,-0.2690979400931063,4.962807466645823e-16,4.944191650061645e-15,878
TFAP2A,BRD-K00003273-003-01-9,cbl0137,-0.2690054302711198,5.082536304220467e-16,5.048407926147077e-15,878
DKK1,BRD-K00003404-001-01-9,CYC065,-0.2689912966563205,6.171876626745124e-16,6.050717303703315e-15,873
ITGB5,BRD-K00084847-001-01-9,Pyriproxyfen,-0.2688820729014128,1.1237424481326686e-15,1.0426402738291676e-14,858
FOSL1,BRD-K00003431-001-01-9,ziritaxestat,-0.2688355733895263,5.309813424763066e-16,5.254062631818899e-15,878
ELOVL1,BRD-K00003404-001-01-9,CYC065,-0.268726255523993,6.605230812634263e-16,6.432393939703666e-15,873
ILK,BRD-K00004604-001-01-9,PRLX-93936,-0.2687155865813468,6.623287798581537e-16,6.439246357256559e-15,873
DOCK5,BRD-K00004573-001-01-9,RG7834,-0.2685838701800567,5.665103208901692e-16,5.570247883822059e-15,878
JUNB,BRD-K00003343-001-01-9,VLX1570,-0.268379691142025,5.970402815961049e-16,5.86303590817822e-15,878
ATP5F1A,BRD-K00003406-001-01-9,milademetan,-0.2683641054301107,5.99436131298431e-16,5.884091247671957e-15,878
SPDEF,BRD-K00003343-001-01-9,VLX1570,-0.2682351951359863,6.196183437337483e-16,6.0719999705430456e-15,878
CD63,BRD-K00003343-001-01-9,VLX1570,-0.2682005022300368,6.251630632913955e-16,6.116078323669525e-15,878
ELOVL1,BRD-K00076647-001-02-9,MK-0429,-0.2680663936175564,1.3793696765173756e-15,1.2539334142187514e-14,858
GFI1,BRD-K00004614-001-01-9,GSK3117391,-0.2680503186697558,7.850539376389569e-16,7.525543344788266e-15,873
GFI1,BRD-K00003108-001-01-9,ABBV-744,-0.2679893907592052,6.599710362765796e-16,6.429696982015932e-15,878
BCL2,BRD-K00003162-001-01-9,crolibulin,-0.2679782000722159,6.618684288765569e-16,6.437448572493919e-15,878
TCF7L2,BRD-K00003343-001-01-9,VLX1570,-0.267889706806571,6.77062738849921e-16,6.568829527771005e-15,878
ATP5F1A,BRD-K00003222-001-01-9,tradipitant,-0.267860523506772,6.821483496970227e-16,6.61542374652233e-15,878
FOXA1,BRD-K00090630-001-01-9 - QC Failure,Almonertinib - QC Failure,-0.2678443702900007,1.4583342907323268e-15,1.3180274185226582e-14,858
TCF3,BRD-K00004593-001-01-9,BW-348U87,-0.2677839652679112,8.402324458047676e-16,8.015474580958787e-15,873
CLTB,BRD-K00003518-004-01-9,methylbenactyzium-bromide,-0.2676981832098545,8.58802324185607e-16,8.169282833075298e-15,873
FGFR1,BRD-K00076647-001-02-9,MK-0429,-0.2676717457505918,1.5227858735452845e-15,1.3741525651158452e-14,858
EGFR,BRD-K00084847-001-01-9,Pyriproxyfen,-0.2676291733998006,1.5391064867303e-15,1.3862041159098487e-14,858
CCNB1IP1,BRD-K00004701-001-01-9,KPT-9274,-0.2676216336211943,7.252156786073236e-16,6.992467343403617e-15,878
PXN,BRD-K00089577-001-01-9 - QC Failure,Avilamycin A - QC Failure,-0.2676093243341861,1.5467745282961236e-15,1.3920375154153639e-14,858
MYB,BRD-K00090626-001-01-9,PTC596,-0.2675688714089381,1.5625186706980037e-15,1.4035044723886912e-14,858
FOSL1,BRD-K00003291-001-01-9,BEBT-908,-0.2675543449874839,7.378219437701457e-16,7.105222278449051e-15,878
RBM47,BRD-K00090632-066-01-9 - QC Failure,AST2818 (mesylate) - QC Failure,-0.2675103210957356,1.5855856848140045e-15,1.4204027836517022e-14,858
MAFK,BRD-K00003273-003-01-9,cbl0137,-0.2674725877326573,7.534291501223536e-16,7.243581282048394e-15,878
ELOVL1,BRD-K00003313-001-01-9,trabectedin,-0.2673105220927705,7.853328862715462e-16,7.525543344788266e-15,878
ATP5F1A,BRD-K00003173-001-01-9,SJG-136,-0.2673030614114464,7.8683313525028085e-16,7.536829523389164e-15,878
PHLDB2,BRD-K00003431-001-01-9,ziritaxestat,-0.2671924279278238,8.094137839099576e-16,7.740433288683932e-15,878
BCL2,BRD-K00003412-300-01-9,trilaciclib,-0.2670967444791412,8.294561934110578e-16,7.922374398203205e-15,878
MYC,BRD-K00003099-001-01-9,PLX51107,-0.2670027242331978,8.496254195660687e-16,8.091868502892484e-15,878
PIM2,BRD-K00003174-001-01-9,soblidotin,-0.266997476352141,8.507652988580564e-16,8.099424262692664e-15,878
NARF,BRD-K00003174-001-01-9,soblidotin,-0.2669410531311474,8.63116267581461e-16,8.203641076012163e-15,878
GRHL2,BRD-K00004690-001-01-9,SKLB-1028,-0.2669160564064536,8.686442276720102e-16,8.249472933421465e-15,878
ME2,BRD-K00003432-001-01-9,EDO-S101,-0.2669064619452068,1.0503983379870413e-15,9.85544357905786e-15,873
SLC38A5,BRD-K00003396-001-01-9,CEP-40783,-0.2667408099707011,9.083894383647778e-16,8.598978514970266e-15,878
FAM83H,BRD-K00003273-003-01-9,cbl0137,-0.2667125666229242,9.149601217907331e-16,8.657671241495148e-15,878
CIRBP,BRD-K27677357-003-04-9,ruboxistaurin,-0.2667046034908616,1.1056218225215052e-15,1.0299160317246961e-14,873
PHLDB2,BRD-K00091071-001-01-9,PF-06952229,-0.266683394932004,1.949443509295539e-15,1.718038978101634e-14,858
LIF,BRD-K00003354-001-01-9,cinobufotalin,-0.2666028721320745,1.134525208099489e-15,1.0509759478280324e-14,873
ME2,BRD-K58726989-001-02-7,HTH-01-015,-0.2665634669310182,9.504298741857957e-16,8.971505258267533e-15,878
ATP5F1A,BRD-K00073937-001-02-9,RP-54745,-0.2664948876643799,2.043242508052209e-15,1.7932656364324533e-14,858
MYC,BRD-K00003111-001-01-9,BOS-172722,-0.266438932657863,9.810893857809445e-16,9.242249546341086e-15,878
ZEB2,BRD-K75958547-238-04-9,pitavastatin,-0.2664116059944777,1.190892534330026e-15,1.0976417141329507e-14,873
PXN,BRD-K00084847-001-01-9,Pyriproxyfen,-0.266257711907088,2.167581304447584e-15,1.8974048781853533e-14,858
TCF3,BRD-K41141507-001-18-9,cyproterone-acetate,-0.266131880739104,1.2783206477413202e-15,1.1711842484911851e-14,873
JUNB,BRD-K00003223-003-01-9,amiselimod,-0.2661228230894819,1.28125465547838e-15,1.1729527539303052e-14,873
MITF,BRD-K00003343-001-01-9,VLX1570,-0.2661020830937564,1.068977308668915e-15,9.993655063283952e-15,878
PIM2,BRD-K00004614-001-01-9,GSK3117391,-0.2660498186245678,1.3051457305547839e-15,1.1934219880487642e-14,873
SASH3,BRD-K00071595-065-01-9 - QC Failure,Isavuconazonium sulfate - QC Failure,-0.2660441276879702,2.285898969791483e-15,1.994997413068205e-14,858
CCND1,BRD-K00003376-001-01-9,TAK-243,-0.2660410608553771,1.0857070874654552e-15,1.0129798821653741e-14,878
ATP5F1A,BRD-K00003162-001-01-9,crolibulin,-0.2660088291854584,1.0946473272495836e-15,1.0205064751686187e-14,878
EGFR,BRD-K00003313-001-01-9,trabectedin,-0.2659285736597129,1.1172239174169873e-15,1.0378508579516248e-14,878
TCF3,BRD-K00004722-001-01-9,LY3295668,-0.265743314108406,1.410322422672947e-15,1.2790863664226664e-14,873
MYC,BRD-K00003102-001-01-9,INCB-057643,-0.2656784403283481,1.1905667335348787e-15,1.0976417141329507e-14,878
RBM47,BRD-K00004690-001-01-9,SKLB-1028,-0.2654688680646847,1.2556455813252966e-15,1.1522162750975592e-14,878
MYB,BRD-K00003185-001-01-9,EMD534085,-0.2653939302347866,1.2797550718317165e-15,1.1720390101430596e-14,878
MAFF,BRD-K00003354-001-01-9,cinobufotalin,-0.2653049595895198,1.5753663424719872e-15,1.412872684430364e-14,873
VCL,BRD-K00003404-001-01-9,CYC065,-0.2652252169286877,1.6073680841867105e-15,1.4377117054577802e-14,873
CIRBP,BRD-K00004701-001-01-9,KPT-9274,-0.2650463739811707,1.3976581833798105e-15,1.2695712033405723e-14,878
MYB,BRD-K00003362-066-01-9,mitoquinone,-0.2650394557807108,1.4001103221921296e-15,1.2713045240976863e-14,878
ME2,BRD-K00003423-001-01-9,BMS-986158,-0.2650384146295477,1.6848578073072317e-15,1.5012770366902256e-14,873
TCF4,BRD-K00003532-001-01-9,inarigivir,-0.2650002910674933,1.4140721269683645e-15,1.2819896722848956e-14,878
TCF4,BRD-K00003162-001-01-9,crolibulin,-0.2649053015819457,1.448506061892018e-15,1.3101580370952106e-14,878
HDLBP,BRD-K00003376-001-01-9,TAK-243,-0.2647322162449135,1.513382646631064e-15,1.3661946395156904e-14,878
GFI1,BRD-K30233223-001-04-9,A-485,-0.2646326979877086,1.551969386535706e-15,1.3956378800351103e-14,878
ERBB2,BRD-K00003376-001-01-9,TAK-243,-0.2645757331809416,1.5744903005350856e-15,1.4126290711748951e-14,878
PXN,BRD-K00091272-001-01-9,CCR1 antagonist 9,-0.2644822992689884,3.366742481643749e-15,2.8407041617681482e-14,858
ITGB5,BRD-K00004559-001-01-9,convallatoxin,-0.2644614767557997,1.6206342609251513e-15,1.4468091652537294e-14,878
ZFP36L1,BRD-K00003343-001-01-9,VLX1570,-0.264381872282491,1.6535669003021437e-15,1.473957497858951e-14,878
ZEB2,BRD-K53114651-001-12-7,azaguanine-8,-0.2643372926678788,1.7999214151953026e-15,1.5964995565823383e-14,876
TBX2,BRD-K00003354-001-01-9,cinobufotalin,-0.2642719968690566,2.043095100249743e-15,1.7932656364324533e-14,873
ERBB2,BRD-K00003096-001-01-9,FN-1501,-0.2641012719801167,1.7749852217716019e-15,1.5755774630932733e-14,878
TFAP2A,BRD-K00003404-001-01-9,CYC065,-0.2640632083916113,2.153030012218776e-15,1.8853734524382627e-14,873
HDLBP,BRD-K00091272-001-01-9,CCR1 antagonist 9,-0.2640482290983343,3.747544556639972e-15,3.1303649527444394e-14,858
FOSL1,BRD-K00078302-075-02-9 - QC Failure,Elubrixin (tosylate) - QC Failure,-0.2639690879303615,3.821398735106078e-15,3.1897761156035445e-14,858
TCF3,BRD-K00090647-001-01-9,Senaparib,-0.2639023764613012,3.8847632005302706e-15,3.2380415664334343e-14,858
MYB,BRD-K00005329-074-01-9,levamlodipine,-0.2638036123058632,1.9133684159828813e-15,1.69006978905336e-14,878
MYB,BRD-K00087010-001-02-9,CC-92480,-0.2637139435836625,4.069372578925441e-15,3.376415314613341e-14,858
GPC1,BRD-K00003313-001-01-9,trabectedin,-0.2636394993945336,1.994145991503022e-15,1.7541279681373215e-14,878
SURF4,BRD-K00003313-001-01-9,trabectedin,-0.2635828094033713,2.0228209734068128e-15,1.7766768805134927e-14,878
ME2,BRD-K00003528-457-01-9,AZD5153,-0.2635331606128935,2.4589171477471823e-15,2.1316695688852802e-14,873
MYB,BRD-K00003156-066-01-9,eribulin,-0.2633874684396869,2.1247681343322324e-15,1.8620202788006353e-14,878
ZNF8,BRD-K91876515-001-03-9,S63845,-0.2632263551551738,2.212639430381972e-15,1.9339494677220438e-14,878
SURF4,BRD-K00003223-003-01-9,amiselimod,-0.263163210834321,2.6973343233381604e-15,2.3143207711108477e-14,873
TNS3,BRD-K00003404-001-01-9,CYC065,-0.2631561993561979,2.7020655934426696e-15,2.317529433025397e-14,873
ZEB2,BRD-K00089573-003-01-9 - QC Failure,{3-[(aminocarbonyl)amino]-2-methoxypropyl}(chloro) - QC Failure,-0.2630329524567962,4.8112883190518086e-15,3.933173507970581e-14,858
PIM2,BRD-K00003423-001-01-9,BMS-986158,-0.2629169609425487,2.8684815998463864e-15,2.4485811523597425e-14,873
ARHGAP45,BRD-K00005242-001-01-9,TEN-010,-0.2623865325439555,2.73182709753474e-15,2.3413371075754285e-14,878
RAF1,BRD-K00003156-066-01-9,eribulin,-0.2623265964342064,2.7731533354677838e-15,2.372406286843084e-14,878
MYB,BRD-K04466929-001-12-9,Merck60,-0.2623056734001661,2.7877240861551325e-15,2.38399880503541e-14,878
PARD6B,BRD-K00004690-001-01-9,SKLB-1028,-0.2622579357794471,2.821250765335672e-15,2.410905772849189e-14,878
PIM2,BRD-K00004593-001-01-9,BW-348U87,-0.2621712094943024,3.4545631890975842e-15,2.9074559184583634e-14,873
WWTR1,BRD-K00091272-001-01-9,CCR1 antagonist 9,-0.2618406018971626,6.443261104669435e-15,5.1767582859516687e-14,858
GFI1,BRD-K00003368-001-01-9,BFH772,-0.2618394442893345,3.132645789173817e-15,2.6599409524022532e-14,878
EGFR,BRD-K00003518-004-01-9,methylbenactyzium-bromide,-0.2617406453748401,3.8449693192661e-15,3.2071599903600035e-14,873
TNFRSF12A,BRD-K00003354-001-01-9,cinobufotalin,-0.2615870617778102,3.994467056282971e-15,3.3235558575808334e-14,873
TCF3,BRD-K00003409-001-01-9,CFI-402257,-0.2615361027822983,4.045321375373782e-15,3.3598881018207544e-14,873
BCL2,BRD-K00003156-066-01-9,eribulin,-0.2615002492900352,3.4096182865377525e-15,2.872732465499652e-14,878
GRHL2,BRD-K00003223-003-01-9,amiselimod,-0.2614858077996271,4.096136802556429e-15,3.39726434880585e-14,873
WWTR1,BRD-K00089577-001-01-9 - QC Failure,Avilamycin A - QC Failure,-0.2614771597383764,7.0411154310430275e-15,5.6203876316372154e-14,858
CLTB,BRD-K00003096-001-01-9,FN-1501,-0.2614056115850272,3.4910990584837447e-15,2.934499199965607e-14,878
BCAR3,BRD-K00003404-001-01-9,CYC065,-0.2613709051117218,4.214593956974529e-15,3.484382382823088e-14,873
JUN,BRD-K00003354-001-01-9,cinobufotalin,-0.2610933469224667,4.514803565225468e-15,3.707659484414955e-14,873
ME2,BRD-K00073937-001-02-9,RP-54745,-0.2610074673219039,7.895043040980602e-15,6.24443133515393e-14,858
FOXA1,BRD-K00003223-003-01-9,amiselimod,-0.2609831682787043,4.639715526100104e-15,3.803765158777066e-14,873
PPM1D,BRD-K00004701-001-01-9,KPT-9274,-0.2607506454312192,4.109897403770068e-15,3.4064170717328963e-14,878
NARF,BRD-K00003126-001-01-9,G-749,-0.2606301396267988,4.234950994201321e-15,3.4962654410622844e-14,878
SMARCA4,BRD-K00003114-001-01-9,C188-9,-0.2605434921313727,4.327172155412711e-15,3.5648455275398624e-14,878
MECOM,BRD-K00004573-001-01-9,RG7834,-0.2605155919417773,4.357284987055409e-15,3.5883884678456315e-14,878
PIM2,BRD-K39576764-071-01-6,mivobulin,-0.260466005585663,4.7376198723651705e-15,3.8797355170609244e-14,876
TCF7L2,BRD-K00003404-001-01-9,CYC065,-0.2602702844944077,5.534077734071038e-15,4.4894989517774494e-14,873
MYC,BRD-K97840621-001-02-9,API-1,-0.2602619669491233,4.6406412528605826e-15,3.803765158777066e-14,878
CCNB1IP1,BRD-K00090647-001-01-9,Senaparib,-0.2600919016001461,9.862188540165786e-15,7.655233163758047e-14,858
EGFR,BRD-K00004690-001-01-9,SKLB-1028,-0.2600455973753546,4.8966301466487185e-15,4.000141201938968e-14,878
SMARCA4,BRD-K00003388-001-01-9,CXD101,-0.260016605703638,5.8915638728443255e-15,4.762975815846336e-14,873
MITF,BRD-K00076647-001-02-9,MK-0429,-0.2600019139271533,1.0079737282723632e-14,7.816311206762334e-14,858
TCF4,BRD-K00003173-001-01-9,SJG-136,-0.259972881755208,4.985737435551615e-15,4.067248005016138e-14,878
EGFR,BRD-K00003273-003-01-9,cbl0137,-0.2599638627977568,4.996899941695377e-15,4.07493180172032e-14,878
GRHL2,BRD-K00003273-003-01-9,cbl0137,-0.2599573982576924,5.004916025578757e-15,4.080045251127545e-14,878
PIM2,BRD-K00003532-001-01-9,inarigivir,-0.2599380753177243,5.028952049508327e-15,4.0982101569424205e-14,878
HDLBP,BRD-K30177383-001-02-9,dalbavancin,-0.2598952068786936,5.456911196558129e-15,4.4284350168734925e-14,876
FAM120A,BRD-K00003313-001-01-9,trabectedin,-0.2596832307166943,5.3567714773449776e-15,4.35321498499676e-14,878
ZEB1,BRD-K00003174-001-01-9,soblidotin,-0.2596527970158276,5.397296825860194e-15,4.3846236153633804e-14,878
VCL,BRD-K00003313-001-01-9,trabectedin,-0.2596348402661983,5.421349098946791e-15,4.401103547779937e-14,878
BCL2,BRD-K00004593-001-01-9,BW-348U87,-0.2595958125109137,6.535210119704661e-15,5.247026139393244e-14,873
ZEB1,BRD-K00004726-001-01-9,ametantrone,-0.2594604500020058,6.756587491256289e-15,5.4061952360712765e-14,873
NAV2,BRD-K00003273-003-01-9,cbl0137,-0.2594108849474142,5.730322542223831e-15,4.645476880223912e-14,878
PIM2,BRD-K00003099-001-01-9,PLX51107,-0.2593754355387183,5.780790166473907e-15,4.683141343876192e-14,878
PIK3CD,BRD-K00003396-001-01-9,CEP-40783,-0.2593337026750998,5.840763190558543e-15,4.7268115405032644e-14,878
LPAR1,BRD-K00076647-001-02-9,MK-0429,-0.2590755153834613,1.2612148181104144e-14,9.636192457952469e-14,858
WWTR1,BRD-K00003376-001-01-9,TAK-243,-0.259053742451245,6.259194973102969e-15,5.0357970709591257e-14,878
BCL2,BRD-A86468475-300-02-9,SR-3677,-0.258899358702775,6.977288914375527e-15,5.5751520173259774e-14,876
FAM120A,BRD-K00003291-001-01-9,BEBT-908,-0.2588324681425831,6.610630785104004e-15,5.3021160847443644e-14,878
SMARCA4,BRD-K00003271-001-01-9,JD-5037,-0.258808591202241,6.649692669145877e-15,5.329787965132972e-14,878
PLCG2,BRD-K00003187-236-01-9,guadecitabine,-0.2585897135571708,7.0185023224626466e-15,5.606166653472215e-14,878
MYB,BRD-K00003111-001-01-9,BOS-172722,-0.2585678748015372,7.056385135553375e-15,5.630473742339418e-14,878
PIM2,BRD-K58726989-001-02-7,HTH-01-015,-0.2585666192104833,7.058569255970604e-15,5.630473742339418e-14,878
ARHGAP45,BRD-K00003528-457-01-9,AZD5153,-0.2584657731535933,8.625480261390714e-15,6.774016285928218e-14,873
NARF,BRD-K00003114-001-01-9,C188-9,-0.2584154407728669,7.326459529368612e-15,5.830986942930983e-14,878
MITF,BRD-K00003273-003-01-9,cbl0137,-0.2582920121222329,7.552562909580011e-15,5.993837022842241e-14,878
ME2,BRD-K00089584-201-01-9 - QC Failure,Maduramicin ammonium - QC Failure,-0.2582608396342778,1.534866753612412e-14,1.159059960110801e-13,858
MYB,BRD-K00003172-001-01-9,E7820,-0.2579677605518048,9.743455880390818e-15,7.575650393762283e-14,873
PIM2,BRD-A00047421-001-01-7,ARV-825,-0.2579589639967479,8.197426727904948e-15,6.461728751588346e-14,878
FERMT2,BRD-K00003354-001-01-9,cinobufotalin,-0.2579193096291763,9.85953487695444e-15,7.655233163758047e-14,873
SASH3,BRD-K00003569-003-01-9,omadacycline,-0.2578889721457119,8.339673664420344e-15,6.571640353500753e-14,878
FOSL1,BRD-K00003313-001-01-9,trabectedin,-0.2577656442415005,8.596241843614822e-15,6.75559395995177e-14,878
CCND1,BRD-K00003404-001-01-9,CYC065,-0.257735183061915,1.0313188752759072e-14,7.981451904949836e-14,873
E2F3,BRD-K00003271-001-01-9,JD-5037,-0.2576984191831595,8.739344463825533e-15,6.858830047297862e-14,878
SMARCA4,BRD-K00003174-001-01-9,soblidotin,-0.2575541174211128,9.054471094846916e-15,7.077628709992045e-14,878
GFI1,BRD-K97840621-001-02-9,API-1,-0.2575079208340576,9.157694534223949e-15,7.148752059247899e-14,878
MECOM,BRD-K00076493-001-02-9,NRC-2694,-0.2574553221196519,1.8625175471775803e-14,1.3819288924645844e-13,858
TBX2,BRD-K00076647-001-02-9,MK-0429,-0.2574523506304626,1.8638450839134488e-14,1.3824750016256786e-13,858
ARF4,BRD-K00003431-001-01-9,ziritaxestat,-0.2574038786313558,9.394422896151572e-15,7.326207938900718e-14,878
CD44,BRD-K00003343-001-01-9,VLX1570,-0.2573876855098408,9.431803950814506e-15,7.352906001949188e-14,878
KLF5,BRD-K00003463-001-01-9,pyrotinib,-0.2573370413528741,9.549659251642722e-15,7.434864624563413e-14,878
SPDEF,BRD-K00003223-003-01-9,amiselimod,-0.2572334806496203,1.1655930097482123e-14,8.964211853845089e-14,873
TCF4,BRD-K00090647-001-01-9,Senaparib,-0.2571878592797786,1.9858071011427632e-14,1.4659596831304065e-13,858
NARF,BRD-K00003388-001-01-9,CXD101,-0.2570475194646681,1.2196067161413584e-14,9.351918690831965e-14,873
RUNX1,BRD-K00004604-001-01-9,PRLX-93936,-0.2567643992577118,1.3065945755809504e-14,9.963369794609453e-14,873
LUC7L,BRD-K00004617-001-01-9,imidazoacridinone,-0.2567277337919708,1.3182965005945484e-14,1.0042772428909969e-13,873
ME2,BRD-K00003114-001-01-9,C188-9,-0.2567124968423181,1.1127535753123336e-14,8.577597810751932e-14,878
CD79B,BRD-K88554883-001-03-2,ON123300,-0.2567031096219875,1.1953140378962978e-14,9.177687152993521e-14,876
CD44,BRD-K00003354-001-01-9,cinobufotalin,-0.2566573323822168,1.3410546906816242e-14,1.0202841871943659e-13,873
FADD,BRD-K00003354-001-01-9,cinobufotalin,-0.2565813638015556,1.3660454795333532e-14,1.0382834129318221e-13,873
JUN,BRD-K00003376-001-01-9,TAK-243,-0.2564522899370819,1.1858106783452568e-14,9.107711854842375e-14,878
ZEB1,BRD-K00003267-003-01-9,ombrabulin,-0.2563042840282477,1.229446716965548e-14,9.418101825276561e-14,878
YAP1,BRD-K00003291-001-01-9,BEBT-908,-0.2562564217462929,1.2438924072620796e-14,9.516285873168353e-14,878
TNFRSF12A,BRD-K00003518-004-01-9,methylbenactyzium-bromide,-0.2561856629866936,1.5037990186664114e-14,1.1363333548099379e-13,873
GRHL2,BRD-K00003291-001-01-9,BEBT-908,-0.2559138465795098,1.3522687436175251e-14,1.0284811284031499e-13,878
RRAS2,BRD-K00004604-001-01-9,PRLX-93936,-0.255777365870583,1.6602284614007657e-14,1.246077700701949e-13,873
SYK,BRD-K00003413-001-01-9,zanubrutinib,-0.2556558872368777,1.7097800638050166e-14,1.2803902483579253e-13,873
BCL2,BRD-K39576764-071-01-6,mivobulin,-0.2556234973830831,1.5545300938201483e-14,1.172772025589558e-13,876
TXLNG,BRD-K00003159-300-01-9,banoxantrone,-0.2555598609403898,1.4739920420705094e-14,1.1148913270961796e-13,878
FAM120A,BRD-K00003404-001-01-9,CYC065,-0.2555381376813652,1.7591956847245367e-14,1.3131881681054577e-13,873
PHLDB2,BRD-K00076647-001-02-9,MK-0429,-0.2555339359466377,2.946863757768545e-14,2.109467067276154e-13,858
ATP5F1A,BRD-K00004633-001-01-9,PF-4191834,-0.2554921784393572,1.4984617942821343e-14,1.1326665283299497e-13,878
BCL2,BRD-K00003293-001-01-9,mertansine,-0.2554660230092805,1.790149581703134e-14,1.3341637762616597e-13,873
TXNDC5,BRD-K00076647-001-02-9,MK-0429,-0.255455031272863,3.0026701659414296e-14,2.146128658054529e-13,858
TNS3,BRD-K00003273-003-01-9,cbl0137,-0.2553654099487165,1.5453714938695975e-14,1.1662390234007178e-13,878
CCNB1IP1,BRD-K00003102-001-01-9,INCB-057643,-0.2553148613966523,1.564476197527761e-14,1.1798947301909917e-13,878
ARHGAP45,BRD-K00003102-001-01-9,INCB-057643,-0.2552892558196351,1.574242085296012e-14,1.1865712266314444e-13,878
SOX10,BRD-K00003376-001-01-9,TAK-243,-0.2552555965656459,1.5871707507536125e-14,1.1950823062697626e-13,878
ME2,BRD-K18530250-001-02-9,Mps-BAY-2a,-0.2551760186150876,1.7327757395578066e-14,1.2955353354109106e-13,876
MYB,BRD-A00047421-001-01-7,ARV-825,-0.2551510979673872,1.627977162882353e-14,1.2238366758085028e-13,878
