Gene,Lineage,Posterior_median_rho,HDI_low_95,HDI_high_95,P(rho<0),P(|rho|>ROPE),N_cell_lines,ESS_bulk,R_hat,FDR
HMGA2,Esophagus/Stomach,-0.4028917900725399,-0.6062758296887161,-0.1980207190458534,1.0,0.9925,62,1957.0,1.0,0.0385714285714283
HIC2,Skin,-0.4024541269842694,-0.5668758933167228,-0.1938739350832579,0.9995,0.9975,73,1603.0,1.0,0.0192857142857138
KLF6,Esophagus/Stomach,-0.4020455123845238,-0.6000997446846896,-0.183450854960553,0.9995,0.9915,62,1907.0,1.0,0.0399130434782606
KLF6,Ovary/Fallopian Tube,-0.4020118166436843,-0.6051455612639927,-0.1753755968143924,0.9995,0.9915,56,1529.0,1.0,0.0458999999999997
PHLDB2,CNS/Brain,-0.4008498829255288,-0.5755463188172818,-0.207558226057998,1.0,0.998,82,1969.0,1.0,0.0139354838709677
H3C3,Lung,-0.3991649386417566,-0.54176908536624,-0.2472234380017134,1.0,1.0,123,1916.0,1.0,0.0
NEDD9,Lung,-0.399031536555754,-0.5432081753585831,-0.2465305328297913,1.0,1.0,123,2113.0,1.0,0.0
CCNE1,Lung,-0.3988775087917782,-0.5401073359197686,-0.2586503983026158,1.0,1.0,123,1876.0,1.0,0.0
HIC2,Lung,-0.3979853599417494,-0.5323265856973673,-0.2413240311091665,1.0,0.9995,123,2143.0,1.0,0.0022040816326528
NFIB,Lung,-0.3950313017219179,-0.5436459001375855,-0.2395735710410686,1.0,0.9995,123,2108.0,1.0,0.0022040816326528
CD44,Esophagus/Stomach,-0.3949681968606905,-0.6185532043159709,-0.1971418767403487,0.9995,0.9915,62,1916.0,1.0,0.0399130434782606
ZNF217,Esophagus/Stomach,-0.3945579766367009,-0.5907549608202127,-0.175094608080021,0.9995,0.9905,62,2131.0,1.0,0.0436595744680848
IRS1,Skin,-0.394523600309079,-0.5751092511252411,-0.1984870798550229,1.0,0.998,73,1904.0,1.0,0.01728
IFNE,Esophagus/Stomach,-0.394285540564444,-0.6053373778231501,-0.1774218177213027,0.9985,0.989,62,2050.0,1.0,0.0484897959183673
KCNK5,Lymphoid,-0.3934239398845252,-0.5611357194495319,-0.2214743522675408,1.0,0.9985,91,2110.0,1.0,0.012461538461538
ACTB,Lung,-0.3925687410099182,-0.5454856667720631,-0.2325663502617102,1.0,1.0,123,1904.0,1.0,0.0
CDK6,Esophagus/Stomach,-0.3916227351999194,-0.5802930095399239,-0.1739127588955993,0.999,0.993,62,2224.0,1.0,0.0368780487804878
CDH1,Skin,-0.3910423543916959,-0.581692552005683,-0.2033083111255849,1.0,0.996,73,2061.0,1.0,0.0278709677419355
GRHL2,Lung,-0.390812285817144,-0.5368866695149466,-0.2404028337707802,1.0,0.999,123,1961.0,1.0,0.0041538461538461
TRIO,Lung,-0.3902173512361604,-0.5365073703706302,-0.2381028366907523,1.0,0.999,123,1992.0,1.0,0.0041538461538461
RNF217,CNS/Brain,-0.3901913673883758,-0.5752356142608785,-0.1975355640278108,1.0,0.995,82,2153.0,1.0,0.0308571428571428
ACTG1,Head and Neck,-0.3900637883067832,-0.5840263416630822,-0.168533032668974,1.0,0.9945,61,2008.0,1.0,0.0494999999999995
MYB,Lung,-0.3895305848475244,-0.5340563104918155,-0.2314656945868983,1.0,1.0,123,2059.0,1.0,0.0
FOSL1,CNS/Brain,-0.3883001342304214,-0.5553280315664055,-0.1952848849206954,1.0,0.9995,82,1798.0,1.0,0.0044999999999995
TRPS1,Head and Neck,-0.3872719686823437,-0.5792612038496887,-0.157715267115067,1.0,0.9945,61,1791.0,1.0,0.0494999999999995
FOXA1,Esophagus/Stomach,-0.38538350880272,-0.5964992968390177,-0.1680911968264815,1.0,0.9915,62,1908.0,1.0,0.0399130434782606
RAPGEF2,Lung,-0.3847066665416203,-0.5367430005588596,-0.235576265482945,1.0,0.9995,123,2010.0,1.0,0.0022040816326528
MECOM,CNS/Brain,-0.3845017154567993,-0.5693133753827344,-0.2111753979044974,1.0,0.998,82,2166.0,1.0,0.0139354838709677
ZEB1,CNS/Brain,-0.3836949239066638,-0.5505968227916864,-0.1922983617321989,0.999,0.9955,82,1385.0,1.0,0.0294545454545451
SINHCAF,CNS/Brain,-0.3829679431367089,-0.5663595219913424,-0.1834356817911158,1.0,0.9935,82,1837.0,1.0,0.0350999999999997
ITGB5,CNS/Brain,-0.3824437118951027,-0.545070573240555,-0.1893235127747287,1.0,0.999,82,1563.0,1.0,0.008
H2BC14,Lung,-0.3788867306384049,-0.5186156166464475,-0.205429354203813,1.0,0.9995,123,1953.0,1.0,0.0022040816326528
ARL4C,Skin,-0.3772310926753802,-0.5705606151916853,-0.1782288638557418,0.999,0.9925,73,1906.0,1.0,0.0476470588235291
ZFP36L1,Lung,-0.3768660625220308,-0.518288027325728,-0.2175062581994912,1.0,1.0,123,1877.0,1.0,0.0
FAM120A,Lung,-0.3768607906172321,-0.5200670051985263,-0.2197212895141426,1.0,1.0,123,1882.0,1.0,0.0
SOCS3,CNS/Brain,-0.3764450370975236,-0.56246729159558,-0.1837537924375532,0.9995,0.9935,82,2155.0,1.0,0.0350999999999997
SNAI1,Skin,-0.3747463584262642,-0.5697933190527187,-0.1668272878545558,1.0,0.993,73,1949.0,1.0,0.04725
IGF1R,Lymphoid,-0.3743984905252839,-0.5416465075610846,-0.1744333639627112,1.0,0.998,91,2091.0,1.0,0.0154285714285714
DOCK5,CNS/Brain,-0.373495588783589,-0.5586014927611984,-0.1915985615379249,1.0,0.993,82,2112.0,1.0,0.0368780487804878
RAPGEFL1,Esophagus/Stomach,-0.3727759420821038,-0.5815183452795334,-0.1539232280408318,0.9975,0.989,62,1940.0,1.0,0.0484897959183673
LIN28B,Lung,-0.3722747808853317,-0.519987632512334,-0.2191659724519671,1.0,1.0,123,2040.0,1.0,0.0
TWIST1,CNS/Brain,-0.3686840563351183,-0.5566364340056789,-0.1666012348413452,0.9995,0.996,82,1717.0,1.0,0.027
RELA,Lung,-0.3665087074712929,-0.5225098690239935,-0.2115563324673721,1.0,0.9995,123,2039.0,1.0,0.0022040816326528
IRS2,CNS/Brain,-0.3663262928615258,-0.5300866011733847,-0.1596591667921298,1.0,0.9935,82,1964.0,1.0,0.0350999999999997
LIN28B,CNS/Brain,-0.3661336082702056,-0.5427702645746963,-0.1576533007413352,1.0,0.991,82,2159.0,1.0,0.045
VCL,CNS/Brain,-0.3652173798883141,-0.5495940433386317,-0.1708533221509331,0.9985,0.995,82,2060.0,1.0,0.0308571428571428
MTAP,Lung,-0.3639780346028504,-0.501781888097047,-0.1913685667750413,1.0,0.9995,123,2020.0,1.0,0.0022040816326528
BCL2L1,Lung,-0.3635286236613113,-0.5153978284547853,-0.2093914941539221,1.0,0.9995,123,2271.0,1.0,0.0022040816326528
YAP1,CNS/Brain,-0.3629010136872035,-0.5534322669263614,-0.1765167167260211,0.9995,0.9935,82,1904.0,1.0,0.0350999999999997
BAMBI,Lymphoid,-0.3628661845990242,-0.5493414418048732,-0.1919127044314473,1.0,0.998,91,1659.0,1.0,0.0154285714285714
PARD6B,Lung,-0.3623972382805719,-0.5202912974978811,-0.209170910464181,1.0,0.9995,123,1889.0,1.0,0.0022040816326528
LPAR1,Skin,-0.3617957321492523,-0.5500290998447801,-0.1434679324981602,0.9995,0.9925,73,2197.0,1.0,0.0476470588235291
RBM47,CNS/Brain,-0.3615677905825952,-0.5307333045969707,-0.155830496625609,1.0,0.99,82,2271.0,1.0,0.045
PXN,Lung,-0.3611903975574227,-0.5056035190977592,-0.1932170744627506,1.0,0.998,123,2271.0,1.0,0.00675
DOCK10,Lung,-0.3574693070494261,-0.5173854262002799,-0.2143762581986623,1.0,0.9995,123,2204.0,1.0,0.0022040816326528
IGF1R,Lung,-0.3563213855541577,-0.5123748548595515,-0.1986053923063818,1.0,0.999,123,1860.0,1.0,0.0041538461538461
RNF217,Lung,-0.3561388528435673,-0.504282026785472,-0.1877549826633329,1.0,0.9985,123,1764.0,1.0,0.0056842105263155
ERBB2,Lung,-0.3554603516696356,-0.5056160218762815,-0.1930844313942554,1.0,0.998,123,2140.0,1.0,0.00675
ACTG1,Lung,-0.3552834699627418,-0.4911223624654698,-0.1899211230683767,1.0,0.9975,123,1990.0,1.0,0.0083076923076921
DNAJC15,Lung,-0.3545722608469833,-0.5010657414777471,-0.191555462282114,1.0,0.9985,123,1705.0,1.0,0.0056842105263155
ILK,Lung,-0.3541432862543108,-0.5163718016973502,-0.2105493267816807,1.0,1.0,123,1775.0,1.0,0.0
CD44,Lung,-0.3539579151344997,-0.5038283257012954,-0.1998108871244686,1.0,0.9985,123,2263.0,1.0,0.0056842105263155
FDFT1,Lung,-0.3513151196081061,-0.5011388675084416,-0.201413909143414,1.0,0.9985,123,2137.0,1.0,0.0056842105263155
LPAR1,CNS/Brain,-0.347093012456302,-0.5233742195907902,-0.1418186669655103,1.0,0.99,82,1982.0,1.0,0.045
TWIST1,Lymphoid,-0.3443322274409127,-0.5296390351772209,-0.1738303815746724,1.0,0.995,91,2004.0,1.0,0.0372413793103448
TNFAIP3,Lung,-0.3441242812869256,-0.4905876463919163,-0.1728101727385544,0.9995,0.998,123,2041.0,1.0,0.00675
TEAD3,CNS/Brain,-0.3435026530778025,-0.527291597508093,-0.154071440436694,0.9995,0.994,82,2300.0,1.0,0.0350999999999997
EVA1A,Lung,-0.3432215998806451,-0.4920714466327742,-0.1805352280440346,0.9995,0.9985,123,2245.0,1.0,0.0056842105263155
ITGB5,Lung,-0.3401054251477118,-0.4882021027491638,-0.1748858074397714,1.0,0.998,123,2015.0,1.0,0.00675
SNAI1,Lung,-0.33759052530896,-0.4877004982673494,-0.1762690218574807,1.0,0.998,123,1957.0,1.0,0.00675
BAMBI,Lung,-0.3355352217096023,-0.5004969683913025,-0.1813033249780924,1.0,0.998,123,2122.0,1.0,0.00675
ITGAV,Lung,-0.3350972785890733,-0.4938630948513407,-0.1801854795841553,1.0,0.996,123,2147.0,1.0,0.0128955223880597
ERBB3,CNS/Brain,-0.3345454737111448,-0.5167143976968898,-0.1347035457908723,1.0,0.99,82,2098.0,1.0,0.045
FDFT1,Lymphoid,-0.3344355252093611,-0.5084204670493717,-0.1593766696680796,0.999,0.994,91,2081.0,1.0,0.0418064516129032
FAM83H,Lung,-0.3335952271216477,-0.4966375506830572,-0.1775405454166501,1.0,0.996,123,1854.0,1.0,0.0128955223880597
PSIP1,Lung,-0.3308567299550922,-0.4883256792083613,-0.1713608001941315,0.9995,0.9955,123,2159.0,1.0,0.0136901408450702
TRIO,CNS/Brain,-0.3305284255610416,-0.5028106888617945,-0.136367943454271,1.0,0.9925,82,2136.0,1.0,0.0385714285714283
TEAD3,Lung,-0.3303962801395732,-0.4897195184884801,-0.17585188664668,0.9995,0.9955,123,2173.0,1.0,0.0136901408450702
ZNF217,Lung,-0.3297888773640369,-0.4890280877715878,-0.1752150242266577,0.9995,0.9955,123,2174.0,1.0,0.0136901408450702
BAMBI,CNS/Brain,-0.3282142862347615,-0.5039783109954743,-0.1340780693113598,0.9985,0.9905,82,1950.0,1.0,0.045
TEAD1,CNS/Brain,-0.3281033202016675,-0.5038807214527583,-0.1339384952350269,0.9985,0.9905,82,1950.0,1.0,0.045
VCL,Lung,-0.3273439728318593,-0.4734379366521131,-0.169112963652287,1.0,0.998,123,1963.0,1.0,0.00675
KLF6,Lung,-0.3265067342230819,-0.4746330157237119,-0.1500692246631165,1.0,0.9945,123,2140.0,1.0,0.0158399999999998
CEBPB,Lung,-0.3243943948821871,-0.4712346758880517,-0.1645221528392986,1.0,0.9955,123,2202.0,1.0,0.0136901408450702
MFSD14B,Lung,-0.3242191481169976,-0.4713014312959898,-0.1642781610771153,1.0,0.995,123,2036.0,1.0,0.0145945945945946
TIPARP,Lung,-0.3213908273487086,-0.472614130538608,-0.1573259849913657,1.0,0.9935,123,2101.0,1.0,0.0184736842105261
DOCK5,Lung,-0.3159158090765644,-0.4775590512931856,-0.1586730089734704,1.0,0.9925,123,2160.0,1.0,0.0205063291139239
UBE2H,Lung,-0.3150221467066787,-0.4730631990247425,-0.1537354680064671,1.0,0.992,123,1886.0,1.0,0.0213333333333333
BCAR3,Lung,-0.3134449462804609,-0.4716452938435154,-0.1504941197584295,1.0,0.995,123,2106.0,1.0,0.0145945945945946
TRPS1,Lung,-0.3128607209212531,-0.4694356173250394,-0.1538377945630498,1.0,0.992,123,2192.0,1.0,0.0213333333333333
ACSL4,Lung,-0.3112030605638582,-0.4689684288401516,-0.146696779420154,0.9995,0.99,123,1924.0,1.0,0.0260240963855421
SKA2,Lung,-0.3108621233803811,-0.4742345991168741,-0.1485225017870854,1.0,0.9925,123,2036.0,1.0,0.0205063291139239
KRAS,Lung,-0.3103496703080081,-0.4675439605021119,-0.1563246950238714,1.0,0.995,123,2253.0,1.0,0.0145945945945946
ZNF596,Lung,-0.3071047286663068,-0.4714926114118056,-0.1367870234467032,1.0,0.993,123,1872.0,1.0,0.0196363636363636
CDKN2A,Lung,-0.3024205054291543,-0.4490810237909808,-0.1422460514353884,1.0,0.9905,123,1996.0,1.0,0.0250243902439023
IRS1,Lung,-0.3006151554134607,-0.4724116534568594,-0.139084437596507,1.0,0.988,123,2113.0,1.0,0.0308571428571428
FADD,Lung,-0.3004644704174114,-0.4706757504249721,-0.1426089692265315,1.0,0.987,123,2347.0,1.0,0.033035294117647
PHF23,Lung,-0.2973599593871993,-0.4548169369937458,-0.1403790669065361,0.9995,0.9845,123,2131.0,1.0,0.0380454545454544
CRK,Lung,-0.2886437859354773,-0.452813466443673,-0.1335488991007292,0.999,0.985,123,2339.0,1.0,0.0376744186046512
BET1L,Lung,-0.2874753466639537,-0.4334224885716478,-0.0964444998635624,0.9995,0.9815,123,2060.0,1.0,0.0439120879120878
AXL,Lung,-0.2873758666941975,-0.4533676044028891,-0.1267911246345328,0.999,0.9815,123,1990.0,1.0,0.0439120879120878
YAP1,Lung,-0.2848463667538065,-0.4362381336625072,-0.1194232575808282,0.9985,0.984,123,2186.0,1.0,0.0388314606741573
NAV2,Lung,-0.2814973633029227,-0.4424316200938247,-0.1313771626599327,0.999,0.9845,123,2359.0,1.0,0.0380454545454544
RXRA,Lung,-0.2779013224559151,-0.4439896900753349,-0.1200688632276991,0.9985,0.979,123,2036.0,1.0,0.049304347826087
YBX1,Lung,-0.2765959808831019,-0.4317383943652397,-0.1099191468421936,0.999,0.9785,123,2396.0,1.0,0.0494042553191488
JUNB,Lung,-0.2668115665983732,-0.4171495934886273,-0.104153721960409,0.999,0.9785,123,2317.0,1.0,0.0494042553191488
